Record ID,Aircraft: Type,Airport: Name,Altitude bin,Aircraft: Make/Model,Wildlife: Number struck,Wildlife: Number Struck Actual,Effect: Impact to flight,FlightDate,Effect: Indicated Damage,Aircraft: Airline/Operator,Origin State,When: Phase of flight,Conditions: Precipitation,Remains of wildlife collected?,Remains of wildlife sent to Smithsonian,Remarks,Wildlife: Size,Conditions: Sky,Wildlife: Species,Pilot warned of birds or wildlife?,Cost: Total $,Feet above ground,Number of people injured,Is Aircraft Large?
1195,Airplane,BARKSDALE AIR FORCE BASE ARPT,> 1000 ft,B-52H,2 to 10,9,None,13/11/2002 0:00,No damage,MILITARY,Louisiana,Approach,None,FALSE,FALSE,None.,Medium,Overcast,Unknown bird or bat,Y,0,"2,000",0,No
3019,Airplane,EDWARDS AIR FORCE BASE,< 1000 ft,T-38A,1,1,Precautionary Landing,10/10/2002 0:00,No damage,MILITARY,California,Climb,None,FALSE,FALSE,,Medium,No Cloud,Unknown bird or bat,Y,0,400,0,No
3500,Airplane,BARKSDALE AIR FORCE BASE ARPT,< 1000 ft,B-52H,1,1,Precautionary Landing,15/05/2001 0:00,No damage,MILITARY,Louisiana,Approach,None,FALSE,FALSE,,Medium,No Cloud,Unknown bird or bat,Y,0,"1,000",0,No
3504,Airplane,BARKSDALE AIR FORCE BASE ARPT,> 1000 ft,B-52H,2 to 10,8,Precautionary Landing,23/05/2001 0:00,No damage,MILITARY,Louisiana,Approach,None,FALSE,FALSE,,Medium,No Cloud,Unknown bird or bat,Y,0,"1,800",0,No
3597,Airplane,SHEPPARD AIR FORCE BASE,< 1000 ft,AT-38B,1,1,None,18/04/2001 0:00,No damage,MILITARY,Texas,Approach,None,TRUE,TRUE,,Small,Some Cloud,Upland sandpiper,Y,0,200,0,No
4064,Airplane,BARKSDALE AIR FORCE BASE ARPT,< 1000 ft,B-52H,2 to 10,10,None,6/04/2000 0:00,No damage,MILITARY,Louisiana,Approach,None,FALSE,FALSE,A bird struck the left inboard flap and one was ingested into the #7 engine intake.,Medium,No Cloud,Unknown bird or bat,Y,0,"1,000",0,No
4074,Airplane,EGLIN AFB/NW FLORIDA REGIONAL ARPT,< 1000 ft,F-16D,2 to 10,5,None,15/07/2002 0:00,No damage,MILITARY,Florida,Take-off run,None,TRUE,TRUE,,Small,No Cloud,Mourning dove,Y,0,0,0,No
4076,Airplane,BARKSDALE AIR FORCE BASE ARPT,< 1000 ft,B-52H,1,1,Precautionary Landing,15/07/2002 0:00,No damage,MILITARY,Louisiana,Climb,None,TRUE,TRUE,During touch and go bird struck the top of the nose radome between the #! and #2 window.,Small,Some Cloud,Barn swallow,Y,0,500,0,No
4090,Airplane,CHARLESTON AFB/INTL ARPT,< 1000 ft,C-17A,2 to 10,5,Precautionary Landing,2/07/2001 0:00,No damage,MILITARY,South Carolina,Climb,None,FALSE,FALSE,,Medium,Some Cloud,Unknown bird or bat,Y,0,50,0,No
4091,Airplane,CHARLESTON AFB/INTL ARPT,< 1000 ft,C-21A,2 to 10,2,Aborted Take-off,7/07/2001 0:00,No damage,MILITARY,South Carolina,Take-off run,None,FALSE,FALSE,,Medium,Some Cloud,Unknown bird or bat,Y,0,0,0,No
4176,Airplane,BARKSDALE AIR FORCE BASE ARPT,< 1000 ft,B-52H,2 to 10,7,Precautionary Landing,25/07/2002 0:00,No damage,MILITARY,Louisiana,Climb,None,FALSE,FALSE,No damage found.,Medium,No Cloud,Unknown bird or bat,Y,0,0,0,No
4177,Airplane,SHEPPARD AIR FORCE BASE,< 1000 ft,T-38A,1,1,Precautionary Landing,28/07/2002 0:00,Caused damage,MILITARY,Texas,Approach,None,FALSE,FALSE,Large bird ingested down left engine.  Severe engine damage followed,Medium,Some Cloud,Unknown bird or bat,Y,"103,955",500,0,No
4259,Airplane,SHEPPARD AIR FORCE BASE,> 1000 ft,AT-38B,1,1,None,17/07/2000 0:00,No damage,MILITARY,Texas,Approach,None,FALSE,FALSE,,Medium,No Cloud,Unknown bird or bat,Y,21,"1,800",0,No
4261,Airplane,SHEPPARD AIR FORCE BASE,< 1000 ft,AT-38B,1,1,None,18/07/2000 0:00,No damage,MILITARY,Texas,Take-off run,None,TRUE,TRUE,,Small,No Cloud,Scissor-tailed flycatcher,Y,"4,267",0,0,No
4344,Airplane,CHARLESTON AFB/INTL ARPT,< 1000 ft,C-17A,2 to 10,9,Precautionary Landing,4/09/2001 0:00,No damage,MILITARY,South Carolina,Climb,Rain,FALSE,FALSE,,Medium,Some Cloud,Unknown bird or bat,Y,0,0,0,No
4396,Airplane,BARKSDALE AIR FORCE BASE ARPT,< 1000 ft,B-52H,1,1,None,2/04/2001 0:00,No damage,MILITARY,Louisiana,Approach,None,FALSE,FALSE,A blood smear was found on post flight inspection where the right external fuel tank strut meets the wing.,Medium,No Cloud,Unknown bird or bat,Y,0,200,0,No
4401,Airplane,BARKSDALE AIR FORCE BASE ARPT,< 1000 ft,B-52H,1,1,Precautionary Landing,5/04/2001 0:00,No damage,MILITARY,Louisiana,Approach,None,FALSE,FALSE,,Medium,No Cloud,Unknown bird or bat,Y,0,40,0,No
4465,Airplane,CHARLESTON AFB/INTL ARPT,< 1000 ft,C-21A,2 to 10,5,Aborted Take-off,7/07/2001 0:00,No damage,MILITARY,South Carolina,Climb,None,FALSE,FALSE,"WHILE ON THE RUNWAY, THE CREW SAW A THE BIRD GO OVER THE TOP OF THE CANOPY DURING A TOUCH AND GO. THE CREW ABORTED THE TAKEOFF FOR A POSSIBLE BIRD STRIKE. UPON INSPECTION, THE CREW NOTED TWO IMPACT POINTS ON THE ACFT. NO DAMAGE WAS NOTED.",Medium,No Cloud,Unknown bird or bat,Y,0,0,0,No
4469,Airplane,CHARLESTON AFB/INTL ARPT,< 1000 ft,C-17A,2 to 10,10,None,28/01/2001 0:00,No damage,MILITARY,South Carolina,Approach,None,FALSE,FALSE,,Medium,No Cloud,Unknown bird or bat,Y,0,400,0,No
4475,Airplane,CHARLESTON AFB/INTL ARPT,< 1000 ft,C-17A,1,1,Precautionary Landing,16/06/2000 0:00,No damage,MILITARY,South Carolina,Approach,None,FALSE,FALSE,,Medium,Some Cloud,Unknown bird or bat,Y,0,300,0,No
4497,Airplane,SHEPPARD AIR FORCE BASE,< 1000 ft,T-38A,1,1,Precautionary Landing,16/04/2001 0:00,No damage,MILITARY,Texas,Take-off run,None,TRUE,TRUE,,Small,Some Cloud,Upland sandpiper,Y,0,300,0,No
4502,Airplane,BARKSDALE AIR FORCE BASE ARPT,< 1000 ft,B-52H,1,1,Precautionary Landing,18/04/2001 0:00,No damage,MILITARY,Louisiana,Approach,None,TRUE,TRUE,,Medium,No Cloud,American coot,Y,"12,029",800,0,No
4883,Airplane,SHEPPARD AIR FORCE BASE,< 1000 ft,T-38A,1,1,None,10/07/2000 0:00,No damage,MILITARY,Texas,Take-off run,None,FALSE,FALSE,impact on nose,Medium,No Cloud,Unknown bird or bat,Y,21,2,0,No
4906,Airplane,BARKSDALE AIR FORCE BASE ARPT,< 1000 ft,B-52H,2 to 10,7,None,1/07/2002 0:00,No damage,MILITARY,Louisiana,Climb,None,FALSE,FALSE,None.,Medium,No Cloud,Unknown bird or bat,Y,0,0,0,No
4937,Airplane,BARKSDALE AIR FORCE BASE ARPT,< 1000 ft,A-10A,1,1,Precautionary Landing,20/06/2001 0:00,No damage,MILITARY,Louisiana,Climb,None,FALSE,FALSE,,Medium,No Cloud,Unknown bird or bat,Y,0,10,0,No
4964,Airplane,BARKSDALE AIR FORCE BASE ARPT,< 1000 ft,B-52H,2 to 10,2,Precautionary Landing,12/12/2000 0:00,Caused damage,MILITARY,Louisiana,Climb,None,TRUE,TRUE,Post flight borescope of the #2 engine revealed damage NRTS. (Engine exchange cost $342747.00 plus $128 labor).  Additional strikes to the #4 flap and left wing leading edge caused no damage.,Medium,No Cloud,Gadwall,Y,"458,207",500,0,No
4978,Airplane,CHARLESTON AFB/INTL ARPT,> 1000 ft,C-17A,2 to 10,8,None,29/11/2000 0:00,No damage,MILITARY,South Carolina,Approach,None,FALSE,FALSE,,Medium,No Cloud,Unknown bird or bat,Y,0,"1,600",0,No
4980,Airplane,BARKSDALE AIR FORCE BASE ARPT,> 1000 ft,B-52H,1,1,None,1/12/2000 0:00,No damage,MILITARY,Louisiana,Approach,None,FALSE,FALSE,"DURING THE AIRCREW POST FLIGHT WALK AROUND INSPECTION, A BIRD STRKE WAS DISCOVERED ON THE LEFT WING #4 FLAP.  THE STRIKE WAS EVALUATED AND NO DAMAGE WAS FOUND.  NO FEATHERS OR REMAINS WERE AVAILEABLE TO COLLECT.",Medium,Some Cloud,Unknown bird or bat,Y,0,"1,800",0,No
5026,Airplane,SHEPPARD AIR FORCE BASE,< 1000 ft,AT-38B,2 to 10,2,Precautionary Landing,16/01/2001 0:00,No damage,MILITARY,Texas,Climb,Rain,FALSE,FALSE,DEFINITE IMPACTS HEARD AND FELT AROUND NOSE AND AFT CANOPY/FUSELAGE SECTIONS- NO VISIBLE DAMAGE,Medium,Some Cloud,Unknown bird or bat,Y,651,800,0,No
5126,Airplane,SHEPPARD AIR FORCE BASE,> 1000 ft,T-38A,1,1,Precautionary Landing,20/01/2001 0:00,No damage,MILITARY,Texas,Climb,None,TRUE,TRUE,,Small,No Cloud,Horned lark,Y,21,"2,000",0,No
5239,Airplane,EGLIN AFB/NW FLORIDA REGIONAL ARPT,< 1000 ft,F-15E,1,1,Precautionary Landing,25/01/2000 0:00,Caused damage,MILITARY,Florida,Climb,None,TRUE,TRUE,"After takeoff, MP saw three large birds directly in his flight path.  The MP saw two birds dive down to avoid the aircraft while the other leveled off.  The MP executed an evasive maneuver, but the third bird impacted the aircraft.  Post-flight revealed e",Large,No Cloud,Turkey vulture,Y,"32,827",400,0,No
5245,Airplane,CHARLESTON AFB/INTL ARPT,< 1000 ft,C-17A,2 to 10,8,None,7/02/2001 0:00,No damage,MILITARY,South Carolina,Take-off run,None,FALSE,FALSE,,Medium,No Cloud,Unknown bird or bat,Y,0,0,0,No
5343,Airplane,EGLIN AFB/NW FLORIDA REGIONAL ARPT,< 1000 ft,F-15C,1,1,None,13/08/2002 0:00,No damage,MILITARY,Florida,Take-off run,None,TRUE,TRUE,,Small,No Cloud,Cliff swallow,Y,0,10,0,No
5346,Airplane,SHEPPARD AIR FORCE BASE,< 1000 ft,T-38A,1,1,None,14/06/2001 0:00,No damage,MILITARY,Texas,Take-off run,None,FALSE,FALSE,,Medium,No Cloud,Unknown bird or bat,Y,0,0,0,No
5396,Airplane,CHARLESTON AFB/INTL ARPT,< 1000 ft,C-17A,2 to 10,4,Aborted Take-off,31/08/2001 0:00,No damage,MILITARY,South Carolina,Take-off run,None,TRUE,TRUE,,Small,No Cloud,Cattle egret,Y,0,0,0,No
5401,Airplane,BARKSDALE AIR FORCE BASE ARPT,< 1000 ft,B-52H,2 to 10,5,None,13/11/2000 0:00,No damage,MILITARY,Louisiana,Approach,None,TRUE,TRUE,"Bird impacted between the #7 and #8 engine with some remains injested in the #7 engine.  Borescope revealed no damage. The right teardrop radome replaced due to damage($5896.34)
                labor  $  16.00
                Cost   $5902.34",Small,No Cloud,American pipit,Y,"7,879",500,0,No
5525,Airplane,CHARLESTON AFB/INTL ARPT,< 1000 ft,C-17A,2 to 10,10,Precautionary Landing,23/11/2002 0:00,No damage,MILITARY,South Carolina,Climb,None,FALSE,FALSE,,Medium,No Cloud,Unknown bird or bat,Y,0,300,0,No
5544,Airplane,SHEPPARD AIR FORCE BASE,< 1000 ft,T-38A,1,1,Precautionary Landing,26/03/2002 0:00,No damage,MILITARY,Texas,Approach,None,TRUE,TRUE,"On two-mile final during a no-flap approach, the pilot saw approx. four large birds just prior to impact.",Small,No Cloud,Mourning dove,Y,"19,016",800,0,No
5732,Airplane,SHEPPARD AIR FORCE BASE,< 1000 ft,T-38A,1,1,Precautionary Landing,3/10/2002 0:00,No damage,MILITARY,Texas,Climb,None,FALSE,FALSE,,Medium,No Cloud,Unknown bird or bat,Y,0,10,0,No
5803,Airplane,BARKSDALE AIR FORCE BASE ARPT,< 1000 ft,A-10A,1,1,None,8/06/2002 0:00,No damage,MILITARY,Louisiana,Climb,None,FALSE,FALSE,,Medium,Some Cloud,Unknown bird or bat,Y,0,5,0,No
5829,Airplane,CHARLESTON AFB/INTL ARPT,< 1000 ft,C-17A,2 to 10,2,None,16/10/2002 0:00,No damage,MILITARY,South Carolina,Climb,None,FALSE,FALSE,,Medium,Some Cloud,Unknown bird or bat,Y,0,400,0,No
5958,Airplane,BARKSDALE AIR FORCE BASE ARPT,< 1000 ft,T-38A,1,1,Precautionary Landing,9/08/2001 0:00,No damage,MILITARY,Louisiana,Climb,None,TRUE,TRUE,,Small,No Cloud,American robin,Y,0,450,0,No
5960,Airplane,BARKSDALE AIR FORCE BASE ARPT,< 1000 ft,B-52H,2 to 10,9,None,13/08/2001 0:00,No damage,MILITARY,Louisiana,Take-off run,None,TRUE,TRUE,,Small,No Cloud,Mourning dove,Y,0,0,0,No
6108,Airplane,CHARLESTON AFB/INTL ARPT,> 1000 ft,C-17A,1,1,Precautionary Landing,2/05/2002 0:00,No damage,MILITARY,South Carolina,Approach,None,FALSE,FALSE,Remains not collected,Medium,No Cloud,Unknown bird or bat,Y,0,"2,000",0,No
6112,Airplane,BARKSDALE AIR FORCE BASE ARPT,> 1000 ft,B-52H,1,1,Precautionary Landing,7/05/2002 0:00,No damage,MILITARY,Louisiana,Approach,None,TRUE,TRUE,None.,Small,Some Cloud,American kestrel,Y,0,"2,000",0,No
6116,Airplane,SHEPPARD AIR FORCE BASE,< 1000 ft,T-38A,1,1,Aborted Take-off,13/05/2002 0:00,No damage,MILITARY,Texas,Take-off run,None,TRUE,TRUE,,Small,No Cloud,Eastern meadowlark,Y,0,0,0,No
6117,Airplane,BARKSDALE AIR FORCE BASE ARPT,< 1000 ft,A-10A,1,1,None,13/05/2002 0:00,No damage,MILITARY,Louisiana,Parked,None,FALSE,FALSE,Memorial services were held immediately following the mishap.,Medium,Some Cloud,Unknown bird or bat,Y,0,0,0,No
6147,Airplane,BARKSDALE AIR FORCE BASE ARPT,< 1000 ft,B-52H,1,1,None,12/11/2002 0:00,No damage,MILITARY,Louisiana,Approach,None,FALSE,FALSE,None.,Medium,No Cloud,Unknown bird or bat,Y,0,800,0,No
6230,Airplane,EGLIN AFB/NW FLORIDA REGIONAL ARPT,< 1000 ft,KC-135R,1,1,Precautionary Landing,21/10/2002 0:00,No damage,MILITARY,Florida,Take-off run,None,FALSE,FALSE,No remains identified by maintenance personnel.,Medium,Some Cloud,Unknown bird or bat,Y,0,4,0,No
6265,Airplane,SHEPPARD AIR FORCE BASE,< 1000 ft,T-38A,1,1,None,4/10/2001 0:00,No damage,MILITARY,Texas,Approach,None,FALSE,FALSE,Bird hit left wing prior,Medium,No Cloud,Unknown bird or bat,Y,0,400,0,No
6375,Airplane,BARKSDALE AIR FORCE BASE ARPT,< 1000 ft,B-52H,1,1,None,17/06/2001 0:00,No damage,MILITARY,Louisiana,Approach,None,FALSE,FALSE,,Medium,No Cloud,Unknown bird or bat,Y,0,100,0,No
6465,Airplane,CHARLESTON AFB/INTL ARPT,< 1000 ft,C-17A,2 to 10,9,None,14/06/2001 0:00,No damage,MILITARY,South Carolina,Take-off run,None,TRUE,TRUE,"Birds were observed departing away from airfield on short final.  On landing rollout, birds made an aggressive reversal back down the rwy on collision course with acft.  Bird strike was unavoidable.",Small,No Cloud,Cattle egret,Y,"4,165",0,0,No
6481,Airplane,EGLIN AFB/NW FLORIDA REGIONAL ARPT,< 1000 ft,MC-130H,1,1,None,27/11/2000 0:00,No damage,MILITARY,Florida,Approach,None,FALSE,FALSE,,Medium,No Cloud,Unknown bird or bat,Y,0,"1,000",0,No
6632,Airplane,EGLIN AFB/NW FLORIDA REGIONAL ARPT,< 1000 ft,C-130E,2 to 10,9,None,1/02/2002 0:00,No damage,MILITARY,Florida,Climb,Snow,FALSE,FALSE,,Medium,Overcast,Unknown bird or bat,Y,0,150,0,No
6633,Airplane,BARKSDALE AIR FORCE BASE ARPT,< 1000 ft,A-10A,1,1,None,4/02/2002 0:00,No damage,MILITARY,Louisiana,Approach,None,FALSE,FALSE,,Medium,Some Cloud,Unknown bird or bat,Y,0,300,0,No
6634,Airplane,BARKSDALE AIR FORCE BASE ARPT,< 1000 ft,A-10A,2 to 10,4,Precautionary Landing,7/02/2002 0:00,No damage,MILITARY,Louisiana,Climb,None,TRUE,TRUE,,Small,No Cloud,Cedar waxwing,Y,0,340,0,No
6636,Airplane,BARKSDALE AIR FORCE BASE ARPT,< 1000 ft,B-52H,2 to 10,3,None,14/02/2002 0:00,No damage,MILITARY,Louisiana,Approach,None,TRUE,TRUE,Structural maintenece evaluated both strikes and discovered no damage.,Small,No Cloud,American robin,Y,0,150,0,No
6649,Airplane,BARKSDALE AIR FORCE BASE ARPT,< 1000 ft,KC-135R,1,1,Precautionary Landing,23/02/2001 0:00,No damage,MILITARY,Louisiana,Approach,None,TRUE,TRUE,,Medium,No Cloud,Red-tailed hawk,Y,"32,540","1,000",0,No
6816,Airplane,CHARLESTON AFB/INTL ARPT,< 1000 ft,C-17A,1,1,Aborted Take-off,21/03/2002 0:00,No damage,MILITARY,South Carolina,Take-off run,Rain,FALSE,FALSE,,Medium,Overcast,Unknown bird or bat,Y,0,0,0,No
6882,Airplane,SHEPPARD AIR FORCE BASE,> 1000 ft,AT-38B,1,1,None,21/10/2002 0:00,No damage,MILITARY,Texas,Approach,None,FALSE,FALSE,,Medium,No Cloud,Unknown bird or bat,Y,0,"1,300",0,No
6883,Airplane,CHARLESTON AFB/INTL ARPT,< 1000 ft,C-17A,1,1,Precautionary Landing,28/10/2002 0:00,No damage,MILITARY,South Carolina,Approach,None,FALSE,FALSE,short final rwy 21 200 ft agl,Medium,No Cloud,Unknown bird or bat,Y,0,200,0,No
6909,Airplane,SHEPPARD AIR FORCE BASE,< 1000 ft,T-38A,1,1,None,19/06/2002 0:00,No damage,MILITARY,Texas,Take-off run,None,FALSE,FALSE,,Medium,No Cloud,Unknown bird or bat,Y,0,0,0,No
6910,Airplane,EGLIN AFB/NW FLORIDA REGIONAL ARPT,< 1000 ft,F-16C,1,1,None,24/06/2002 0:00,No damage,MILITARY,Florida,Approach,None,FALSE,FALSE,NO REMAINS BIRD GLANCED OFF CANOPY ONLY LEFT SMALL SMEAR,Medium,Some Cloud,Unknown bird or bat,Y,0,500,0,No
6918,Airplane,BARKSDALE AIR FORCE BASE ARPT,< 1000 ft,B-52H,1,1,None,18/07/2002 0:00,No damage,MILITARY,Louisiana,Take-off run,None,FALSE,FALSE,No damage found.  No remains available for identification.,Medium,No Cloud,Unknown bird or bat,Y,0,0,0,No
6954,Airplane,SHEPPARD AIR FORCE BASE,> 1000 ft,T-38A,1,1,Precautionary Landing,5/03/2001 0:00,No damage,MILITARY,Texas,Approach,None,TRUE,TRUE,,Small,No Cloud,American robin,Y,1,"1,800",0,No
6955,Airplane,SHEPPARD AIR FORCE BASE,> 1000 ft,T-38A,2 to 10,3,Precautionary Landing,5/03/2001 0:00,No damage,MILITARY,Texas,Approach,None,FALSE,FALSE,,Medium,No Cloud,Unknown bird or bat,Y,1,"1,800",0,No
6978,Airplane,SHEPPARD AIR FORCE BASE,< 1000 ft,AT-38B,1,1,None,7/10/2002 0:00,No damage,MILITARY,Texas,Take-off run,None,TRUE,TRUE,,Small,Overcast,Killdeer,Y,0,0,0,No
6979,Airplane,CHARLESTON AFB/INTL ARPT,< 1000 ft,KC-135R,1,1,None,7/10/2002 0:00,No damage,MILITARY,South Carolina,Approach,None,FALSE,FALSE,"No remains to send, Pilot stated looked like a Crow.",Medium,No Cloud,Unknown bird or bat,Y,0,500,0,No
6993,Airplane,BARKSDALE AIR FORCE BASE ARPT,< 1000 ft,E-8C,1,1,Precautionary Landing,4/09/2002 0:00,No damage,MILITARY,Louisiana,Climb,None,TRUE,TRUE,,Small,No Cloud,Common nighthawk,Y,0,"1,000",0,No
6997,Airplane,BARKSDALE AIR FORCE BASE ARPT,< 1000 ft,B-52H,2 to 10,3,None,9/09/2002 0:00,No damage,MILITARY,Louisiana,Take-off run,None,FALSE,FALSE,No remains available for identification.,Medium,Some Cloud,Unknown bird or bat,Y,0,100,0,No
7032,Airplane,CHARLESTON AFB/INTL ARPT,> 1000 ft,C-17A,1,1,Precautionary Landing,7/10/2001 0:00,No damage,MILITARY,South Carolina,Approach,None,FALSE,FALSE,,Medium,Overcast,Unknown bird or bat,Y,0,"2,000",0,No
7045,Airplane,BARKSDALE AIR FORCE BASE ARPT,> 1000 ft,B-52H,1,1,Precautionary Landing,24/10/2001 0:00,No damage,MILITARY,Louisiana,Approach,None,FALSE,FALSE,,Medium,No Cloud,Unknown bird or bat,Y,0,"3,000",0,No
7050,Airplane,SHEPPARD AIR FORCE BASE,< 1000 ft,T-38A,2 to 10,9,Precautionary Landing,6/11/2001 0:00,No damage,MILITARY,Texas,Climb,None,TRUE,TRUE,"BIRD REMAINS WILL BE SENT AS SOON AS POSSIBLE, FOLLOWING THE NEW PROCEDURES FOR DOING SO.",Small,No Cloud,Common grackle,Y,0,400,0,No
7051,Airplane,SHEPPARD AIR FORCE BASE,< 1000 ft,T-38A,1,1,None,6/11/2001 0:00,No damage,MILITARY,Texas,Take-off run,None,TRUE,TRUE,BIRD REMAINS WILL STAY AT SHEPPARD AFB UNTIL ENOUGH REMAINS CAN BE COLLECTED FROM OTHER STRIKES TO SEND ONE FED EX PACKAGE TO DR. DOVE.  THIS IS TO RESPECT THE CURRENT MAIL SITUATION IN WASHINGTON.,Small,No Cloud,Mourning dove,Y,0,0,0,No
7056,Airplane,SHEPPARD AIR FORCE BASE,< 1000 ft,T-38A,1,1,Aborted Take-off,10/10/2002 0:00,Caused damage,MILITARY,Texas,Climb,None,FALSE,FALSE,The aircraft sruck and killed a Coyote on runway 15R at Sheppard AFB.  The coyote was decapatated by the left main landing gear.  Minmum damage to the aircraft.,Medium,No Cloud,Unknown bird or bat,Y,127,0,0,No
7237,Airplane,SHEPPARD AIR FORCE BASE,< 1000 ft,AT-38B,1,1,None,15/08/2001 0:00,No damage,MILITARY,Texas,Climb,None,TRUE,TRUE,,Small,Some Cloud,Killdeer,Y,0,0,0,No
7239,Airplane,BARKSDALE AIR FORCE BASE ARPT,< 1000 ft,B-52H,1,1,Precautionary Landing,15/08/2001 0:00,No damage,MILITARY,Louisiana,Take-off run,None,FALSE,FALSE,,Medium,No Cloud,Unknown bird or bat,Y,0,60,0,No
7324,Airplane,BARKSDALE AIR FORCE BASE ARPT,< 1000 ft,B-52H,1,1,None,20/04/2000 0:00,No damage,MILITARY,Louisiana,Take-off run,None,FALSE,FALSE,Pigeon hit the #3 engine and ring cowl.  No Damage noted.,Medium,No Cloud,Unknown bird or bat,Y,0,0,0,No
7330,Airplane,BARKSDALE AIR FORCE BASE ARPT,< 1000 ft,B-52H,1,1,None,16/05/2000 0:00,No damage,MILITARY,Louisiana,Approach,None,FALSE,FALSE,Bird type - Swallow.  Bird struck just below the copilot's window.,Medium,No Cloud,Unknown bird or bat,Y,0,25,0,No
7333,Airplane,BARKSDALE AIR FORCE BASE ARPT,< 1000 ft,KC-135R,1,1,Precautionary Landing,24/05/2000 0:00,No damage,MILITARY,Louisiana,Take-off run,None,FALSE,FALSE,,Medium,No Cloud,Unknown bird or bat,Y,0,0,0,No
7350,Airplane,BARKSDALE AIR FORCE BASE ARPT,< 1000 ft,B-52H,1,1,Precautionary Landing,27/04/2001 0:00,No damage,MILITARY,Louisiana,Climb,None,FALSE,FALSE,,Medium,No Cloud,Unknown bird or bat,Y,0,"1,000",0,No
7351,Airplane,BARKSDALE AIR FORCE BASE ARPT,< 1000 ft,B-52H,1,1,Precautionary Landing,27/04/2001 0:00,No damage,MILITARY,Louisiana,Climb,None,FALSE,FALSE,Aircraft struck a Chimney Swift bird during a restricted low approach.  Bird was recovered on the runway and identified.,Medium,No Cloud,Unknown bird or bat,Y,0,"1,000",0,No
7379,Airplane,BARKSDALE AIR FORCE BASE ARPT,> 1000 ft,B-52H,2 to 10,9,None,18/05/2000 0:00,No damage,MILITARY,Louisiana,Approach,None,TRUE,TRUE,Birdstrike on #1 main landing gear and above the #5 engine.,Small,No Cloud,Cape May warbler,Y,0,"1,200",0,No
7488,Airplane,SHEPPARD AIR FORCE BASE,< 1000 ft,AT-38B,1,1,None,24/09/2002 0:00,No damage,MILITARY,Texas,Take-off run,None,TRUE,TRUE,,Small,No Cloud,Scissor-tailed flycatcher,Y,0,0,0,No
7585,Airplane,SHEPPARD AIR FORCE BASE,> 1000 ft,T-38A,1,1,Precautionary Landing,1/02/2001 0:00,Caused damage,MILITARY,Texas,Approach,None,TRUE,TRUE,"LT LICCARDO , J FLIGHT, 7177",Medium,No Cloud,Pied-billed grebe,Y,"39,983","2,800",0,No
7814,Airplane,BARKSDALE AIR FORCE BASE ARPT,< 1000 ft,B-1B,1,1,Precautionary Landing,16/05/2002 0:00,No damage,MILITARY,Louisiana,Approach,None,TRUE,TRUE,,Small,Some Cloud,Barn swallow,Y,0,"1,000",0,No
7820,Airplane,BARKSDALE AIR FORCE BASE ARPT,> 1000 ft,B-52H,2 to 10,9,None,23/05/2002 0:00,No damage,MILITARY,Louisiana,Approach,None,FALSE,FALSE,,Medium,No Cloud,Unknown bird or bat,Y,0,"2,000",0,No
7842,Airplane,BARKSDALE AIR FORCE BASE ARPT,< 1000 ft,T-1A,1,1,None,20/07/2002 0:00,No damage,MILITARY,Louisiana,Approach,None,TRUE,TRUE,,Small,No Cloud,Barn swallow,Y,0,100,0,No
7848,Airplane,CHARLESTON AFB/INTL ARPT,< 1000 ft,C-17A,2 to 10,9,None,23/07/2002 0:00,Caused damage,MILITARY,South Carolina,Take-off run,None,TRUE,TRUE,,Small,Some Cloud,Mourning dove,Y,"3,803",0,0,No
200011,Airplane,PORTLAND INTL (OR),< 1000 ft,DC-8,1,1,None,6/04/2000 0:00,No damage,ABX AIR,Oregon,Landing Roll,Rain,FALSE,FALSE,BIRD ID BY WS BIOL.,Medium,Overcast,Mallard,Y,0,0,0,No
200012,Airplane,EPPLEY AIRFIELD,< 1000 ft,BE-1900,1,1,None,10/04/2000 0:00,No damage,AIR MIDWEST,Nebraska,Landing Roll,Rain,FALSE,FALSE,,Small,Overcast,Unknown bird - small,Y,0,0,0,No
200022,Airplane,DALLAS/FORT WORTH INTL ARPT,> 1000 ft,ATR-72,1,1,None,28/02/2000 0:00,Caused damage,AMERICAN EAGLE AIRLINES,Texas,Approach,None,FALSE,FALSE,BENT WIPER ON CAPT'S SIDE. F/O SAW WINDOW FLEX WITH IMPACT. 1/3  WINDOW COVERED WITH REMAINS.,Small,No Cloud,Unknown bird - small,Y,0,"2,000",0,No
200023,Airplane,PENSACOLA REGIONAL,> 1000 ft,B-737-300,1,1,None,25/08/2000 0:00,No damage,US AIRWAYS*,Florida,Descent,None,FALSE,FALSE,BIRD HIT F/O WINDSHLD,Medium,No Cloud,Unknown bird - medium,N,0,"7,000",0,Yes
200028,Airplane,DES MOINES INTL,> 1000 ft,B-727,1,1,None,22/03/2000 0:00,No damage,UNITED AIRLINES,Iowa,Approach,None,FALSE,FALSE,FLT 629,Large,No Cloud,Unknown bird - large,Y,0,"3,000",0,No
200029,Airplane,LOGAN INTL,< 1000 ft,SAAB-340,1,1,None,14/05/2000 0:00,No damage,BUSINESS EXPRESS,Massachusetts,Approach,None,FALSE,FALSE,FLT 4789. ADVISORY FOR HEAVY BIRD ACTIVITY. BRIEFLY SAW BIRD THEN FELT A THUMP ON HTE NOSE. SAW IMPACT POINT O LHS RADOME. CLEANED & INSPCTD AIRFRAME & ENGS.,Small,No Cloud,European starling,Y,0,30,0,No
