Record ID,Aircraft: Type,Airport: Name,Altitude bin,Aircraft: Make/Model,Wildlife: Number struck,Wildlife: Number Struck Actual,Effect: Impact to flight,FlightDate,Effect: Indicated Damage,Aircraft: Airline/Operator,Origin State,When: Phase of flight,Conditions: Precipitation,Remains of wildlife collected?,Remains of wildlife sent to Smithsonian,Remarks,Wildlife: Size,Conditions: Sky,Wildlife: Species,Pilot warned of birds or wildlife?,Cost: Total $,Feet above ground,Number of people injured,Is Aircraft Large?
307454,Airplane,MINETA SAN JOSE INTL,< 1000 ft,B-737-700,1,1,None,19/10/2010 0:00,No damage,SOUTHWEST AIRLINES,California,Take-off run,Rain,FALSE,FALSE,A/C REPTD STRIKE ON 30R AND CONTD TO FINAL DESTINATION. ARPT OPS FOUND INJURED HAWK 10 MINUTES LATER. ANIMAL CONTROL PICKED UP THE BIRD. NO DMG TO A/C.,Medium,No Cloud,Red-tailed hawk,Y,0,0,0,Yes
307456,Airplane,JOHN F KENNEDY INTL,< 1000 ft,A-320,1,1,None,19/10/2010 0:00,No damage,JETBLUE AIRWAYS,New York,Climb,None,FALSE,FALSE,"NO DMG. PARTIAL REMAINS ON WINDSCREEN. (DATA ENTRY NOTE: ALT REPTD AS 100 AND 1500, TOOK AVG)",Small,No Cloud,Unknown bird - small,N,0,800,0,No
307458,Airplane,TUCSON INTL,< 1000 ft,B-737-700,1,1,None,21/10/2010 0:00,No damage,SOUTHWEST AIRLINES,Arizona,Landing Roll,None,FALSE,FALSE,NO DMG.,Small,No Cloud,Sparrows,Y,0,0,0,Yes
307459,Airplane,BUSH FLD,< 1000 ft,CL-RJ100/200,1,1,None,21/10/2010 0:00,No damage,PSA AIRLINES,Georgia,Landing Roll,None,FALSE,FALSE,NO DMG,Small,No Cloud,Unknown bird - small,N,0,0,0,No
307460,Airplane,WASHINGTON DULLES INTL ARPT,< 1000 ft,A-320,1,1,Aborted Take-off,21/10/2010 0:00,No damage,JETBLUE AIRWAYS,DC,Take-off run,None,TRUE,FALSE,NO APPARENT DAMAGE TO A/C. BIRD TAKEN TO WILDLIFE CENTER AND RECOVERED. 8.6LB MATURE MALE. ATIS WARNING. RWY OPEN AGAIN AT 2100.,Large,No Cloud,Bald eagle,Y,0,0,0,No
307461,Airplane,HONOLULU INTL ARPT,< 1000 ft,B-747-400,2 to 10,5,None,21/10/2010 0:00,No damage,JAPAN AIRLINES,Hawaii,Take-off run,None,TRUE,FALSE,PILOT REPORTED POSSIBLE BIRDSTRIKE AFTER DEPARTING. UNKN WHERE STRIKE IMPACTED BECAUSE A/C CONTD FLT. NO DAMAGE REPORTED. FOUND 2 CARCASSES.,Small,Some Cloud,Pacific golden-plover,Y,0,0,0,No
307466,Airplane,DUTCHESS COUNTY ARPT,> 1000 ft,CL-600,1,1,None,22/10/2010 0:00,No damage,BUSINESS,New York,Approach,None,TRUE,TRUE,"ID BY SMITHSONIAN, FAA  5148. DNA. PILOT REPORTED STRIKE AFTER PARKING. NO DMG.",Small,No Cloud,Hermit thrush,N,0,"3,000",0,No
307469,Airplane,BUFFALO-NIAGARA INTL,< 1000 ft,MD-88,1,1,None,22/10/2010 0:00,No damage,DELTA AIR LINES,New York,Approach,None,TRUE,FALSE,"(DATA ENTRY NOTE: ALT REPTD AS 250 AND 100, TOOK AVG)",Medium,Some Cloud,Ring-billed gull,N,0,175,0,No
307471,Airplane,SACRAMENTO INTL,< 1000 ft,B-737-300,1,1,None,23/10/2010 0:00,No damage,SOUTHWEST AIRLINES,California,Approach,Rain,TRUE,TRUE,ID BY SMITHSONIAN. UNDETERMINED SPECIES OF PASSERINE. NO DMG.,Small,Overcast,Perching birds (y),Y,0,100,0,Yes
307472,Airplane,NEWARK LIBERTY INTL ARPT,< 1000 ft,B-737-500,1,1,None,24/10/2010 0:00,No damage,CONTINENTAL AIRLINES,New Jersey,Approach,None,TRUE,TRUE,"ID BY SMITHSONIAN. SNARGE FOUND ON NOSE GEAR DOOR, LEFT SIDE. SAMPLE TAKEN FOR ID.",Small,Some Cloud,American robin,Y,0,200,0,Yes
307473,Airplane,METRO OAKLAND INTL,< 1000 ft,B-737,2 to 10,7,None,24/10/2010 0:00,No damage,UNKNOWN,California,Landing Roll,Rain,FALSE,FALSE,NO BIRDS WERE COLLECTED.,Small,Overcast,Sandpipers,Y,0,0,0,Yes
307475,Airplane,JOHN F KENNEDY INTL,< 1000 ft,B-747-1/200,2 to 10,7,None,24/10/2010 0:00,No damage,AIR CHINA CARGO,New York,Climb,None,TRUE,FALSE,OPS RECEIVED CALL FROM JBU DRIVER WHO WITNESSED STRIKE. RWY SWEEP FOUND 3 CARCASSES. NO EFFECT ON FLT HAS BEEN REPORTED. REMAINS BAGGED FOR FREEZER.,Large,Some Cloud,Canada goose,Y,0,500,0,No
307481,Airplane,HARRISBURG INTL,< 1000 ft,DHC8 DASH 8,1,1,None,7/10/2010 0:00,No damage,PIEDMONT AIRLINES,Pennsylvania,Approach,None,TRUE,FALSE,NO DMG. 1 SWALLOW FOUND ON RWY 31 @ TWY D. STRIKE WAS REPORTED.,Small,No Cloud,Swallows,Y,0,15,0,No
307483,Airplane,FORT LAUDERDALE/HOLLYWOOD INTL,< 1000 ft,A-320,1,1,None,7/10/2010 0:00,No damage,JETBLUE AIRWAYS,Florida,Approach,None,TRUE,FALSE,JBU FLT OPS REPTD BIRDSTRIKE TO CO/P FRONT WINDSHLD. A/C INSPN FOUND NO DMG.  ATIS WARNING.,Small,Some Cloud,Grackles,Y,0,"1,000",0,No
307484,Airplane,NEWARK LIBERTY INTL ARPT,> 1000 ft,EMB-145,2 to 10,10,Other,7/10/2010 0:00,No damage,EXPRESSJET (CONTINENTAL EXPRS),New Jersey,Approach,None,TRUE,TRUE,ID BY SMITHSONIAN. BIRDSTRIKE AFFECTED ENG #2 AND WING WERE STRUCK. BLOOD AND A COUPLE OF SHALLOW DENTS ON WING. MX SAID THAT THE DENTS MAY NOT HAVE BEEN CAUSED BY THE STRIKE.  TOWER HAD BEEN NOTIFYING PILOTS OF INCREASED MOVEMENT OF GEESE ON OCT 7 & 8. V,Large,No Cloud,Canada goose,Y,0,"5,000",0,No
307485,Airplane,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,< 1000 ft,A-320,2 to 10,5,None,7/10/2010 0:00,No damage,DELTA AIR LINES,Kentucky,Approach,None,TRUE,FALSE,NO CALL BY PILOT. CARCASSES RECOVERED BY ARFF. AIRLINE CONFIRMED THAT MX FOUND NO DMG OR EVIDENCE OF A STRIKE.,Small,No Cloud,Mourning dove,Y,0,60,0,No
307487,Airplane,HONOLULU INTL ARPT,< 1000 ft,B-737-200,1,1,None,7/10/2010 0:00,No damage,ALOHA AIR CARGO,Hawaii,Approach,None,TRUE,FALSE,"NO DMG REPTD. (DATA ENTRY NOTE: ALT REPTD AS 0 AND 20, TOOK AVG)",Small,Some Cloud,Pacific golden-plover,N,0,10,0,Yes
307492,Airplane,JACKSONVILLE INTL,< 1000 ft,A-319,1,1,None,10/10/2010 0:00,No damage,US AIRWAYS,Florida,Take-off run,None,FALSE,FALSE,,Small,No Cloud,Unknown bird - small,N,0,0,0,No
307493,Airplane,HONOLULU INTL ARPT,< 1000 ft,B-777-200,1,1,None,10/10/2010 0:00,No damage,UNITED AIRLINES,Hawaii,Take-off run,None,TRUE,FALSE,NO DMG. FLT CONTD. REMAINS FOUND ON 8R S SIDE OF RWY NEAR 6K' REMAINING SIGN. NO DMG STATED (MEANS UNKN),Small,Some Cloud,Pacific golden-plover,Y,0,0,0,No
307494,Airplane,BUSH FLD,< 1000 ft,CL-RJ100/200,2 to 10,3,None,25/10/2010 0:00,No damage,ATLANTIC SOUTHEAST,Georgia,Take-off run,Fog,FALSE,FALSE,,Small,Some Cloud,Unknown bird - small,N,0,0,0,No
307504,Airplane,MC ALLEN MILLER INTL,> 1000 ft,MD-82,1,1,Precautionary Landing,26/10/2010 0:00,Caused damage,AMERICAN AIRLINES,Texas,Climb,None,TRUE,FALSE,LEFT LEADING EDGE OF FLAP NEAR WING ROOT WAS STRUCK. SHALLOW DENT. BIRD THEN PARTIALLY INGESTED. SOME OF THE CARCASS BECAME STUCK IN THE COMPRESSION BLADES OF THE ENG.,Large,No Cloud,Turkey vulture,N,0,"4,000",0,No
307511,Airplane,LIHUE ARPT,< 1000 ft,B-717-200,11 to 100,28,None,27/10/2010 0:00,No damage,HAWAIIAN AIR,Hawaii,Landing Roll,None,TRUE,TRUE,ID BY SMITHSONIAN. ATIS WARNING. HIT LDG GEAR. NO DMG. AIRLINE GROUND CREW COLLECTED A BLOOD SWAB AND SENT IT TO SMITHSONIAN.,Small,Some Cloud,Pacific golden-plover,Y,0,0,0,No
307512,Airplane,HONOLULU INTL ARPT,< 1000 ft,B-717-200,1,1,None,27/10/2010 0:00,No damage,HAWAIIAN AIR,Hawaii,Approach,None,FALSE,FALSE,"JUST PRIOR TO T/D, BIRD HIT JUST BELOW F/O'S WINDSHLD.",Small,Some Cloud,Unknown bird - small,Y,0,20,0,No
307516,Airplane,CLEVELAND-HOPKINS INTL ARPT,< 1000 ft,B-757-200,1,1,None,28/10/2010 0:00,No damage,UPS AIRLINES,Ohio,Climb,Rain,TRUE,FALSE,REMAINS FOUND 25' E OF CENTERLINE AND 200' S OF TWY R. NO DMG OBSVD ON POST FLT INSPN.,Small,Overcast,Killdeer,Y,0,25,0,Yes
307519,,,,BELL-407,,1,,,No damage,,Missouri,,None,FALSE,FALSE,SAW MULTIPLE BIRDS THROUGHOUT FLT 1500-2000' AGL THRU NIGHT VISION GOGGLES. DID NOT SEE THE BIRD THAT HIT THE WINDSCREEN,,No Cloud,Unknown bird - small,,0,,0,
307520,Airplane,JOHN F KENNEDY INTL,< 1000 ft,A-320,2 to 10,8,Other,28/10/2010 0:00,Caused damage,JETBLUE AIRWAYS,New York,Climb,None,TRUE,FALSE,PILOTS SAW ABOUT 5 LARGE BIRDS IN FLT PATH IMMEDIATELY AFTER T/O AND TOOK ACTION TO CLIMB ABOVE THEM. NO STRIKE WAS HEARD OR FELT. PILOTS REPTD BIRD ACTIVITY TO TWR. TWR REPTD BIRD REMAINS FOUND ON RWY. PILOTS INDICATED NO PROBLEMS NOTED AND CONTD FLT. UP,Large,No Cloud,Mute swan,N,0,200,0,No
307527,Airplane,KODIAK AIRPORT,< 1000 ft,DHC8 DASH 8,1,1,Other,28/10/2010 0:00,Caused damage,ERA AVIATION,Alaska,Landing Roll,None,FALSE,FALSE,HIT BIRD ON LANDING ROLLOUT APPROX 2000' FROM APCH END OF RWY 25. APPEARS TO BE AN IMMATURE PEREGRINE FALCON. DMG TO WINDHSLD WIPER BLADE. IT'S WIND WAS TRAPPED IN THE WIPER ARM WITH REST OF CARCASS ON RWY.,Medium,Overcast,Peregrine falcon,N,0,0,0,No
307528,Airplane,NEWARK LIBERTY INTL ARPT,> 1000 ft,B-757-300,1,1,None,28/10/2010 0:00,No damage,CONTINENTAL AIRLINES,New Jersey,Approach,None,FALSE,FALSE,SML BIRD OFF LEFT NOSE. NO DMG. (DATA ENTRY NOTE: N# NOT CORRECT),Small,No Cloud,Unknown bird - small,Y,0,"1,300",0,Yes
307530,Airplane,NEWARK LIBERTY INTL ARPT,< 1000 ft,B-757-200,1,1,None,28/10/2010 0:00,No damage,AMERICAN AIRLINES,New Jersey,Approach,None,TRUE,TRUE,ID BY  SMITHSONIAN. STRIKE TO CO/P'S WINDSHLD. NO KNOWN DMG.,Small,No Cloud,Gray catbird,Y,0,250,0,Yes
307532,Airplane,NEWARK LIBERTY INTL ARPT,> 1000 ft,A-319,2 to 10,9,None,28/10/2010 0:00,No damage,AIR CANADA,New Jersey,Approach,None,TRUE,TRUE,ID BY SMITHSONIAN. TWO SPECIES. DARK-EYED JUNCO & WHITE-THROATED SPARROW. PILOT HEARD LOUD THUD IN FRONT OF COCKPIT WHILE ON LOCALIZER AND GLIDESLOPE FOR 22L. SAW BLOOD  & FEATHERS ON RT WINDSCREEN. ABOUT 30 SECONDS LATER A SECOND STRIKE OCCURRED BELOW TH,Small,No Cloud,White-throated sparrow,Y,0,"2,500",0,No
307537,Airplane,OPA-LOCKA EXECUTIVE ARPT,< 1000 ft,C-172,1,1,Precautionary Landing,29/10/2010 0:00,Caused damage,BUSINESS,Florida,Climb,None,TRUE,TRUE,"ID BY SMITHSONIAN. ACCORDING TO CAPT, HE WAS ON TAKE OFF RUN WHEN THE STRIKE OCCURRED. HE WAS ABLE TO LAND AND TAXIED TO WYMAN AVIATION AT OPF. WING LEADING EDGE WAS DENTED AND REPAIRS WERE NEEDED BEFORE A/C COULD BE USED.",Large,No Cloud,Osprey,Y,"5,134",100,0,No
307539,Airplane,DALLAS/FORT WORTH INTL ARPT,> 1000 ft,MD-82,1,1,Precautionary Landing,29/10/2010 0:00,Caused damage,AMERICAN AIRLINES,Texas,Climb,None,TRUE,FALSE,"A/C TOOK OFF FROM 17R AT 0849 AND LANDED 17C AT 0901 HRS. REMAINS REMOVED FROM INSIDE RADOME WHICH WAS DAMAGED. A/C WAS 4 MILES OUT OVER ARLINGTON, TX",Medium,No Cloud,Lesser scaup,Y,0,"4,700",0,No
307540,Airplane,JOHN F KENNEDY INTL,< 1000 ft,B-767-200,1,1,None,29/10/2010 0:00,No damage,AMERICAN AIRLINES,New York,Approach,None,TRUE,TRUE,ID BY SMITHSONIAN. SNARGE SAMPLE TAKEN.,Small,Some Cloud,Yellow-rumped warbler,Y,0,400,0,Yes
307541,Airplane,FORT LAUDERDALE/HOLLYWOOD INTL,< 1000 ft,B-717-200,1,1,None,29/10/2010 0:00,No damage,AIRTRAN AIRWAYS,Florida,Climb,None,TRUE,FALSE,BIRDSTRUCK AT 1000 FT NW OF TWY B4.,Small,Some Cloud,American kestrel,Y,0,25,0,No
307545,Airplane,MINETA SAN JOSE INTL,< 1000 ft,A-320,2 to 10,3,None,30/10/2010 0:00,No damage,JETBLUE AIRWAYS,California,Approach,None,FALSE,FALSE,ARPT OPS FOUND NO REMAINS ON RWY INSPN.,Small,No Cloud,Unknown bird - small,N,0,200,0,No
307546,Airplane,FORT LAUDERDALE/HOLLYWOOD INTL,> 1000 ft,A-320,1,1,None,30/10/2010 0:00,No damage,JETBLUE AIRWAYS,Florida,Approach,None,FALSE,FALSE,"SML SMEAR 2"" BELOW RADOME ON CO/P'T SIDE OF NOSE OF A/C. UNABLE TO COLLECT SAMPLE OF SMEAR. NOT ENOUGH TO COLLECT. PILOT DID NOT SEE BIRD. NO DMG.",Small,Some Cloud,Unknown bird - small,Y,0,"1,200",0,No
307556,Airplane,CHARLESTON AFB/INTL ARPT,< 1000 ft,CL-RJ100/200,2 to 10,2,None,1/10/2010 0:00,No damage,UNKNOWN,South Carolina,Landing Roll,None,FALSE,FALSE,,Small,No Cloud,Unknown bird - small,N,0,0,0,No
307557,Airplane,NEWARK LIBERTY INTL ARPT,> 1000 ft,GULFAERO IV,1,1,None,31/10/2010 0:00,No damage,AEROLINEAS EJECUTIVAS,New Jersey,Approach,None,TRUE,TRUE,ID BY SMITHSONIAN.,Small,No Cloud,American robin,Y,0,"3,000",0,No
307559,Airplane,LOGAN INTL,< 1000 ft,CL-RJ100/200,1,1,Aborted Take-off,31/10/2010 0:00,No damage,AIR CANADA JAZZ,Massachusetts,Take-off run,None,TRUE,FALSE,PILOT SAW BIRD THEN HEARD A THUMP ON T/O RUN. ABORTED T/O. WILDLIFE TECH RESPONDED WITH ARPT OPS TO FIND AN INJURED PEREGRINE FALCON IN THE GRASS NEAR RWY 22R. BIRD WAS PLACED IN A CAGE AND TURNED OVER TO MASS.  AUDUBON AND IS IN RECOVERY. NO DMG TO A/C.,Medium,Some Cloud,Peregrine falcon,Y,0,0,0,No
307561,Airplane,SOUTH BEND REGIONAL,> 1000 ft,MD-83,1,1,None,31/10/2010 0:00,No damage,ALLEGIANT AIR,Indiana,Approach,None,FALSE,FALSE,"FLOCK OF BIRDS SCATTERED, BUT ONE HIT NOSE AND BOUNCED INTO CAPT'S WINDSHLD.",Small,Some Cloud,Unknown bird - small,N,0,"3,000",0,No
307562,Airplane,BEVERLY MUNICIPAL ARPT,< 1000 ft,PA-32,1,1,None,31/10/2010 0:00,No damage,BUSINESS,Massachusetts,Landing Roll,None,TRUE,FALSE,PILOT REPTD NO DMG,Medium,Some Cloud,Gulls,N,0,0,0,No
307563,Airplane,LOS ANGELES INTL,< 1000 ft,B-757-200,2 to 10,9,None,31/10/2010 0:00,No damage,AMERICAN AIRLINES,California,Approach,None,TRUE,TRUE,"ID BY SMITHSONIAN. PILOT REPTD STRIKING BLACK STARLINGS ON SHORT FINAL 
APCH TO 25L TO THE FAA TWR. NO BIRDS FOUND ON RWY. POSSIBLE BIRD HIT NOSE-WHEEL. SAMPLE EVENTUALLY COLLECTED BY AAL MX AND TURNED IN TO WS FOR ID AT S.I.",Small,No Cloud,Western meadowlark,N,0,100,0,Yes
307564,Airplane,NEWARK LIBERTY INTL ARPT,> 1000 ft,B-737-800,1,1,None,31/10/2010 0:00,No damage,CONTINENTAL AIRLINES,New Jersey,Approach,None,TRUE,TRUE,ID BY SMITHSONIAN.,Small,No Cloud,White-throated sparrow,Y,0,"2,000",0,Yes
307565,Airplane,NEWARK LIBERTY INTL ARPT,> 1000 ft,B-737-800,1,1,None,31/10/2010 0:00,No damage,CONTINENTAL AIRLINES,New Jersey,Approach,None,FALSE,FALSE,STRIKE OCCURRED AT OUTER MARKER,Small,No Cloud,Unknown bird - small,Y,0,"1,500",0,Yes
307568,Airplane,CLEVELAND-HOPKINS INTL ARPT,< 1000 ft,EMB-145,1,1,None,31/10/2010 0:00,No damage,EXPRESSJET (CONTINENTAL EXPRS),Ohio,Approach,None,TRUE,TRUE,ID BY SMITHSONIAN. PILOT REPTD POSSIBLE GULL STRIKE ON APCH. NO APPARENT DMG OR EFFECT ON FLT. REPTD BY ATCT & OPS. MX IS TRYING TO COLLECT BLOOD SAMPLE AND FEATHERS FROM WING.,Small,Some Cloud,American woodcock,Y,0,300,0,No
307570,Airplane,DENVER INTL AIRPORT,> 1000 ft,EMB-120,1,1,None,31/10/2010 0:00,No damage,GREAT LAKES AIRLINES,Colorado,Descent,None,FALSE,FALSE,NO DMG. NOTED BLOOD & FEATHERS.,Small,No Cloud,Unknown bird - small,Y,0,"3,000",0,No
307571,Airplane,PORTLAND INTL (OR),< 1000 ft,DHC8 DASH 8,1,1,None,31/10/2010 0:00,No damage,HORIZON AIR,Oregon,Take-off run,None,TRUE,FALSE,PILOT REPTD STRIKE TO TWR. CONTD TO DESTINATION. UNKN IF ANY DMG AT THIS TIME. INJURED GULL REMOVED FROM RWY.,Medium,Some Cloud,California gull,Y,0,0,0,No
307572,Airplane,ORLANDO INTL,< 1000 ft,EMB-190,1,1,None,31/10/2010 0:00,Caused damage,JETBLUE AIRWAYS,Florida,Approach,None,FALSE,FALSE,RATHER LARGE DENT IN LEFT ENG NACELLE. REQD REPLACEMENT. STRIKE WAS NOT REPTD TO ARPT OR ATCT.,Medium,No Cloud,Unknown bird - medium,N,0,200,0,No
307573,Airplane,JOHN F KENNEDY INTL,> 1000 ft,EMB-190,1,1,None,31/10/2010 0:00,No damage,JETBLUE AIRWAYS,New York,Approach,None,FALSE,FALSE,OPENED RADOME FASTENER. NO DMG.,Small,No Cloud,Unknown bird - small,Y,0,"2,000",0,No
307576,Airplane,WHEELER-SACK ARMY AIRFIELD,< 1000 ft,B-767-300,2 to 10,7,None,31/10/2010 0:00,No damage,RYAN INTL AIRLINES,New York,Landing Roll,Snow,TRUE,FALSE,"SMALL, SPARROW-LIKE BIRD.",Small,Overcast,Unknown bird - small,N,0,0,0,Yes
307579,Airplane,MINNEAPOLIS-ST PAUL INTL,< 1000 ft,CL-RJ100/200,1,1,None,31/10/2010 0:00,No damage,SKYWEST AIRLINES,Minnesota,Approach,None,TRUE,FALSE,FEMALE MALLARD FOUND IN NOSE GEAR. NO DMG. 1339 ZULU TIME.,Medium,No Cloud,Mallard,Y,0,500,0,No
307582,Airplane,DALLAS LOVE FIELD ARPT,< 1000 ft,B-737-700,1,1,None,31/10/2010 0:00,No damage,SOUTHWEST AIRLINES,Texas,Take-off run,None,FALSE,FALSE,,Small,No Cloud,American redstart,N,0,0,0,Yes
307585,Airplane,THEODORE FRANCIS GREEN STATE,> 1000 ft,B-737-700,1,1,None,31/10/2010 0:00,No damage,SOUTHWEST AIRLINES,Rhode Island,Approach,None,FALSE,FALSE,NO DMG,Small,No Cloud,Unknown bird - small,N,0,"3,000",0,Yes
307588,,,,AEROS 350,,1,,,No damage,,Ohio,,None,FALSE,FALSE,NO DMG. DISTANCE FROM ARPT WAS 1/2 MILE.,,No Cloud,Unknown bird - small,,0,,0,
307608,Airplane,MINETA SAN JOSE INTL,< 1000 ft,B-737-700,1,1,None,19/10/2010 0:00,No damage,SOUTHWEST AIRLINES,California,Take-off run,None,FALSE,FALSE,NO DMG.,Large,No Cloud,Hawks,N,0,0,0,Yes
307615,Airplane,NEW ORLEANS INTL,< 1000 ft,MD-80,2 to 10,7,None,30/10/2010 0:00,No damage,AMERICAN AIRLINES,Louisiana,Take-off run,None,TRUE,FALSE,02 WAS ADVISED OF BIRDSTRIKE AND COMPLETED RWY INSPN. FOUND BARN SWALLOW ABOUT 6700 REMAINING RWY 28. PILOT REPTD HE HAD NO DMG.,Small,No Cloud,Barn swallow,Y,0,0,0,No
307616,Airplane,MANASSAS REGIONAL ARPT,< 1000 ft,LEARJET-60,1,1,None,30/10/2010 0:00,No damage,CHANTILLY AIR,Virginia,Landing Roll,None,FALSE,FALSE,,Small,No Cloud,Unknown bird - small,N,0,0,0,No
307618,Airplane,NEWARK LIBERTY INTL ARPT,> 1000 ft,EMB-145,1,1,None,30/10/2010 0:00,No damage,EXPRESSJET (CONTINENTAL EXPRS),New Jersey,Approach,None,FALSE,FALSE,PILOT UNCERTAIN WHERE BIRD STRUCK THE A/C.,Small,No Cloud,Unknown bird - small,Y,0,"3,000",0,No
307624,Airplane,BALTIMORE WASH INTL,< 1000 ft,B-737-700,2 to 10,8,None,30/10/2010 0:00,No damage,SOUTHWEST AIRLINES,Maryland,Approach,None,TRUE,FALSE,NO DMG. BIRD REMAINS FOUND IN #2 ENG.,Small,No Cloud,Unknown bird - small,N,0,200,0,Yes
307628,Airplane,DANE COUNTY REGIONAL ARPT-TRUAX FLD,< 1000 ft,C-152,1,1,None,30/10/2010 0:00,No damage,BUSINESS,Wisconsin,Approach,None,FALSE,FALSE,,Small,No Cloud,Unknown bird - small,N,0,500,0,No
307630,,,,MBB BK117,,1,,,No damage,,Massachusetts,,None,FALSE,FALSE,NO DMG NOTED. 2 MINUTES FROM HELIPORT.,,No Cloud,Unknown bird - small,,0,,0,
307634,Airplane,BELLINGHAM INTL,< 1000 ft,MD-88,1,1,None,29/10/2010 0:00,No damage,ALLEGIANT AIR,Washington,Approach,None,FALSE,FALSE,NO DMG.,Medium,No Cloud,Gulls,N,0,"1,000",0,No
307635,Airplane,JOHN F KENNEDY INTL,> 1000 ft,B-777-200,1,1,None,29/10/2010 0:00,No damage,AMERICAN AIRLINES,New York,Approach,None,FALSE,FALSE,NO DMG. ON ILS APCH TO 31R. HIT CAPT'S WINDSHLD.,Small,Some Cloud,Unknown bird - small,N,0,"4,000",0,No
307636,Airplane,PHILADELPHIA INTL,> 1000 ft,MD-83,1,1,None,29/10/2010 0:00,No damage,AMERICAN AIRLINES,Pennsylvania,Approach,None,FALSE,FALSE,,Large,No Cloud,New World Vultures,Y,0,"5,000",0,No
307638,Airplane,NASHVILLE INTL,> 1000 ft,CL-RJ700,1,1,None,29/10/2010 0:00,No damage,ATLANTIC SOUTHEAST,Tennessee,Climb,None,FALSE,FALSE,,Medium,No Cloud,Gulls,Y,0,"1,800",0,No
307639,Airplane,CHARLOTTE/DOUGLAS INTL ARPT,> 1000 ft,MU2,1,1,None,29/10/2010 0:00,No damage,BUSINESS,North Carolina,Approach,None,FALSE,FALSE,,Medium,No Cloud,Unknown bird - medium,N,0,"4,000",0,No
307640,Airplane,NEWARK LIBERTY INTL ARPT,> 1000 ft,B-737-900,1,1,None,29/10/2010 0:00,No damage,CONTINENTAL AIRLINES,New Jersey,Approach,None,FALSE,FALSE,,Small,No Cloud,Unknown bird - small,Y,0,"2,600",0,Yes
307643,Airplane,MEMPHIS INTL,< 1000 ft,DC-10-10,1,1,None,29/10/2010 0:00,No damage,FEDEX EXPRESS,Tennessee,Landing Roll,None,TRUE,TRUE,ID BY SMITHSONIAN. KILLDEER REMAINS REMOVED FROM RWY AFTER STRIKE WAS REPTD. SNARGE FROM A/C SENT FOR CONFIRMATION OF SPECIES.,Small,No Cloud,Killdeer,Y,0,0,0,Yes
307644,Airplane,JOHN F KENNEDY INTL,< 1000 ft,DC-10-10,2 to 10,7,None,29/10/2010 0:00,No damage,FEDEX EXPRESS,New York,Approach,None,FALSE,FALSE,"PILOT WROTE, "" ON SHORT FINAL, AT APPROX 500' AGL TO RWY 4R AT JFK, SAW MULTIPLE DUCKS WITH SUBSEQUENT IMAPCT NOSIE JUST BELOW HIS WINDSCREEN. WE NOTIFIED TWR OF OUR BIRDSTRIKE TO ALERT TRAFFIC BEHIND US."" NO DMG NOTED",Medium,No Cloud,Ducks,N,0,500,0,Yes
307650,Airplane,TAMPA INTL,> 1000 ft,A-319,1,1,None,29/10/2010 0:00,No damage,FRONTIER AIRLINES,Florida,Climb,None,FALSE,FALSE,ATIS WARNING,Medium,Overcast,Unknown bird - medium,N,0,"4,000",0,No
307654,Airplane,MEMPHIS INTL,< 1000 ft,CL-RJ900,2 to 10,2,None,29/10/2010 0:00,No damage,MESABA AIRLINES,Tennessee,Approach,None,FALSE,FALSE,,Small,No Cloud,Sparrows,Y,0,150,0,No
307655,Airplane,NEWARK LIBERTY INTL ARPT,> 1000 ft,DHC8 DASH 8,1,1,None,29/10/2010 0:00,No damage,PORTER AIRLINES,New Jersey,Descent,None,TRUE,TRUE,ID BY SMITHSONIAN. BIRD HIT F/O WINDSHLD AND JUST BELOW IT. FEATHERS REMOVED FOR ID.,Small,Some Cloud,American robin,Y,0,"3,000",0,No
307657,Airplane,JOHN F KENNEDY INTL,> 1000 ft,A-320,2 to 10,4,None,29/10/2010 0:00,No damage,VIRGIN AMERICA,New York,Approach,None,FALSE,FALSE,NO DMG NOTED. IMPACT ON RT FWD FUSELAGE AREA BELOW RVSM AREA. 2ND IMPACT ON #1 ENF FAN COWL. NO INGESTION NOTED.,Medium,Some Cloud,Unknown bird - medium,N,0,"2,000",0,No
307659,Airplane,PHILADELPHIA INTL,< 1000 ft,EMB-190,1,1,None,28/10/2010 0:00,No damage,AIR CANADA,Pennsylvania,Climb,None,FALSE,FALSE,SUSPECT BIRDSTRIKE 200-300 AGL AFTER T/O. SINGLE THUD ON OR UNDER NOSE. SML MARK ON A/C.,Medium,Some Cloud,Unknown bird - medium,Y,0,250,0,No
307662,,,,EC-135,,1,,,No damage,,West Virginia,,None,FALSE,FALSE,"WHILE PERFORMING NVG TRAINING, DURING T/O ENCOUNTERED SML BIRDSTRIKE ON NOSE. LANDED TO INSPCT FOR DMG. FOUND SML CLUMP OF FEATHERS ON COWLING SCREW AND A TINY BLOOD TRAIL. NO DMG. CONTD TRAINING.",,No Cloud,Sparrows,,0,,0,
307663,Airplane,LOGAN INTL,< 1000 ft,B-757-200,1,1,None,28/10/2010 0:00,No damage,AMERICAN AIRLINES,Massachusetts,Approach,None,FALSE,FALSE,"PILOT REPTD STRIKING A SML BIRD ON APCH. RWY 22L WAS INSPCTD, NO BIRD FOUND. BIRD HIT RT SIDE OF RADOME. NO DMG. NO SNARGE SAMPLE.",Small,No Cloud,Unknown bird - small,Y,0,400,0,Yes
