Record ID,Aircraft: Type,Airport: Name,Altitude bin,Aircraft: Make/Model,Wildlife: Number struck,Wildlife: Number Struck Actual,Effect: Impact to flight,FlightDate,Effect: Indicated Damage,Aircraft: Airline/Operator,Origin State,When: Phase of flight,Conditions: Precipitation,Remains of wildlife collected?,Remains of wildlife sent to Smithsonian,Remarks,Wildlife: Size,Conditions: Sky,Wildlife: Species,Pilot warned of birds or wildlife?,Cost: Total $,Feet above ground,Number of people injured,Is Aircraft Large?
311551,Airplane,TETERBORO AIRPORT,< 1000 ft,GLOBAL EXPRS,2 to 10,3,None,20/04/2011 0:00,No damage,BUSINESS,New Jersey,Landing Roll,None,TRUE,FALSE,LOCATION ON ARPT REPTD AS RWY 19 NEAR TWY F. NO DMG TO A/C. BLOOD ON NOSE CONE.,Small,No Cloud,American kestrel,Y,0,0,0,No
311558,Airplane,SAN FRANCISCO INTL ARPT,< 1000 ft,DHC8 DASH 8,2 to 10,6,None,20/04/2011 0:00,No damage,HORIZON AIR,California,Take-off run,None,TRUE,TRUE,"ID BY SMITHSONIAN. FAA 5734. MULTIPLE ID, BOTH AMERICAN KESTREL AND WESTERN SANDPIPER. BIRDS FOUND ON RWY. BIRDSTRIKES REPTD BY QXE DEPARTING 28L. ABOUT 20 BIRDS REMVD FROM BOTH RWYS (28L & 28R). RWY 10R/28L   CLOSED AT 1837 (EH) BY M240. RESWEPT BY M240/",Small,Overcast,American kestrel,N,0,0,0,No
311560,Airplane,ONTARIO INTL ARPT,< 1000 ft,B-737-300,1,1,None,20/04/2011 0:00,No damage,SOUTHWEST AIRLINES,California,Take-off run,None,FALSE,FALSE,SAW A SMALL BIRD ABOUT 300 FT IN FRONT OF US. LOST SIGHT OF IT BUT F/O SAID HE THOUGHT BIRD MAY HAVE HIT LT ENG. DID NOT HEAR OR FEEL ANY IMPACT BUT SMELLED POSSIBLE EVID OF AN IMPACT IN THE AIR COND SYSTEM WHICH DISSIPATED SHORTLY. NO EMG INDICATIONS OF,Small,Some Cloud,Unknown bird - small,Y,0,0,0,Yes
311561,Airplane,NEW ORLEANS INTL,< 1000 ft,B-737-700,1,1,None,20/04/2011 0:00,No damage,SOUTHWEST AIRLINES,Louisiana,Landing Roll,None,TRUE,FALSE,MOURNING DOVE STRUCK AOA VANE ON CAPT SIDE OF A/C DURING LANDING (ASSUME L/R). REMAINS OF ONE MOURNING DOVE REMVD FROM RWY AND FROM A/C. 4500 FT REM RWY 19.,Small,Some Cloud,Mourning dove,Y,0,0,0,Yes
311562,Airplane,DALLAS LOVE FIELD ARPT,< 1000 ft,B-737-700,1,1,None,20/04/2011 0:00,No damage,SOUTHWEST AIRLINES,Texas,Approach,None,FALSE,FALSE,,Small,Overcast,Unknown bird - small,N,0,200,0,Yes
311565,Airplane,LOUISVILLE INTL ARPT,< 1000 ft,A-300,2 to 10,9,None,20/04/2011 0:00,No damage,UPS AIRLINES,Kentucky,Landing Roll,None,TRUE,FALSE,NO DMG TO A/C. TWO BIRD SEEN AND TWO BIRDS COLLECTED BY USDA. UPS EVENT REPT 31111.,Small,Overcast,Barn swallow,N,0,0,0,No
311566,Airplane,LOGAN INTL,> 1000 ft,A-319,1,1,None,20/04/2011 0:00,No damage,US AIRWAYS,Massachusetts,Approach,None,TRUE,TRUE,"ID BY SMITHSONIAN. PILOT HEARD A THUMP ON APRCH. LEAD A/C MX INSPECTED A/C, FOUND EVID OF A BIRDSTRIKE ON LT SIDE OF RADOME. SNARGE MATERIAL COLLECTED. FINAL APRCH.",Small,Overcast,Savannah sparrow,Y,0,"3,000",0,No
311574,Airplane,ATLANTA INTL,< 1000 ft,B-757-200,1,1,None,29/04/2011 0:00,No damage,DELTA AIR LINES,Georgia,Take-off run,None,TRUE,TRUE,"ID BY SMITHSONIAN. CAPT STATES: UPON LIFT OFF RWY 28 KATL, HE SAW AND STRUCK ONE SMALL BIRD ON UPPER RT NOSE SECTION OF A/C. FLT CONT TO KLGA WITH NO INCIDENT. DAL A/C MX AT KLGA PERFORMED BIRDSTRIKE INSPN AND FOUND NO DEFECTS.",Small,Some Cloud,Barn swallow,Y,0,0,0,Yes
311576,Airplane,DENVER INTL AIRPORT,< 1000 ft,BE-1900,1,1,None,29/04/2011 0:00,No damage,GREAT LAKES AIRLINES,Colorado,Approach,None,FALSE,FALSE,NO DMG.,Small,No Cloud,Unknown bird - small,Y,0,10,0,No
311577,Airplane,PORTLAND-HILLSBORO ARPT,< 1000 ft,C-152,1,1,Precautionary Landing,29/04/2011 0:00,No damage,BUSINESS,Oregon,Climb,None,FALSE,FALSE,"ATIS WARNING. SAW BIRD BEFORE IMPACT BUT UNABLE TO AVOID. BIRD REPTD AS ""BIRD LOOKS LIKE A SMALL HAWK"". UPWIND.",Medium,Some Cloud,Unknown bird - medium,Y,90,200,0,No
311580,Airplane,DALLAS LOVE FIELD ARPT,> 1000 ft,B-737-300,1,1,None,29/04/2011 0:00,No damage,SOUTHWEST AIRLINES,Texas,Climb,None,FALSE,FALSE,TURN OUT OF TRAFFIC DURING C/O. HEARD AND FELT THUMP AROUND LOWER LT PORTION OF RADOME. NO DMG OR ENG FLUCTATIONS. NO REMAINS AVAILABLE.,Small,No Cloud,Unknown bird - small,N,0,"4,000",0,Yes
311581,Airplane,BIRMINGHAM-SHUTTLESWORTH INTL,< 1000 ft,B-737-500,2 to 10,3,None,29/04/2011 0:00,No damage,SOUTHWEST AIRLINES,Alabama,Approach,None,FALSE,FALSE,NO DMG.,Small,No Cloud,Unknown bird - small,N,0,300,0,Yes
311582,Airplane,MINETA SAN JOSE INTL,< 1000 ft,B-737-700,2 to 10,4,None,29/04/2011 0:00,No damage,SOUTHWEST AIRLINES,California,Landing Roll,None,TRUE,TRUE,SWA PILOTS REPTD STRIKING FLOCK OF BIRDS ON LANDING. NO DMG FOUND. ONLY BLOOD SPOTS ON A/C. 4-5 BIRDS REMVD FROM RWY.,Small,No Cloud,Western sandpiper,Y,0,0,0,Yes
311589,Airplane,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,< 1000 ft,B-737-700,1,1,None,30/04/2011 0:00,No damage,DELTA AIR LINES,Kentucky,Approach,None,FALSE,FALSE,NO DMG. NO INJURY. SHORT FINAL.,Small,No Cloud,Unknown bird - small,N,0,300,0,Yes
311590,Airplane,PUNTA GORDA ARPT,< 1000 ft,MD-88,1,1,None,30/04/2011 0:00,No damage,BUSINESS,Florida,Take-off run,None,FALSE,FALSE,"AT ROTATION, A/C STRUCK A SMALL BIRD ON NOSE JUST ABOVE RADOME. NO NOTICEABLE DMG. ALL INSTRUMENTS PERFORMED NORMALLY. FLT CONT TO SPI WHERE BIRDSTRIKE INSPN DONE IAW AMM 05-51-08. NO DMG NOTED.",Small,Some Cloud,Unknown bird - small,N,0,0,0,No
311595,Airplane,FORT LAUDERDALE/HOLLYWOOD INTL,> 1000 ft,B-737-300,1,1,None,30/04/2011 0:00,No damage,SOUTHWEST AIRLINES,Florida,Approach,None,FALSE,FALSE,,Small,Some Cloud,Unknown bird - small,N,0,"1,500",0,Yes
311596,Airplane,KANSAS CITY INTL,< 1000 ft,B-737-300,1,1,None,30/04/2011 0:00,No damage,SOUTHWEST AIRLINES,Missouri,Approach,None,FALSE,FALSE,BLOOD AND GUTS ON F/O WINDSHIELD R1.,Small,No Cloud,Unknown bird - small,Y,0,500,0,Yes
311597,Airplane,CHICAGO MIDWAY INTL ARPT,> 1000 ft,B-737-700,1,1,None,30/04/2011 0:00,No damage,SOUTHWEST AIRLINES,Illinois,Approach,None,FALSE,FALSE,,Large,No Cloud,Unknown bird - large,Y,0,"2,300",0,Yes
311600,Airplane,SAN FRANCISCO INTL ARPT,< 1000 ft,B-777-300,1,1,None,27/04/2011 0:00,No damage,ALL NIPPON AIRWAYS,California,Climb,None,TRUE,FALSE,ATIS WARNING.,Small,Some Cloud,Unknown bird - small,Y,0,60,0,No
311601,Airplane,DALLAS/FORT WORTH INTL ARPT,< 1000 ft,B-737-800,1,1,None,27/04/2011 0:00,No damage,AMERICAN AIRLINES,Texas,Take-off run,None,FALSE,FALSE,TWO SMALL BIRDS FLEW ACROSS T/O RWY JUST AS A/C ROTATED. A/C INSPECTED AT DEST ARPT AND NO DMG NOTED. CONTACT WAS NEAR TAXI LIGHT. KDFW TOWER NOTIFIED.,Small,Some Cloud,Unknown bird - small,N,0,0,0,Yes
311607,Airplane,JOHN F KENNEDY INTL,< 1000 ft,A-320,1,1,None,27/04/2011 0:00,No damage,JETBLUE AIRWAYS,New York,Approach,Fog,TRUE,TRUE,ID BY SMITHSONIAN.,Small,Overcast,Laughing gull,N,0,200,0,No
311609,Airplane,SMITH REYOLDS ARPT,< 1000 ft,CITATIONJET,1,1,None,27/04/2011 0:00,Caused damage,BUSINESS,North Carolina,Landing Roll,None,FALSE,FALSE,AFTER NORMAL LOCALIZER APCH WITH 1300 FT OVERCAST/GOOD VISIBILITY DURING LANDING FLARE AT T/D A LARGE BIRD APPEARED FROM RT LESS THAN ONE FT OFF THE GRND ATTEMPTING TO TAKE FLT. IT WAS JUST AHEAD OF RT MAIN GEAR. HEARD THUMP AND BIRDSTRIKE SUSPECTED. L/R,Large,Overcast,Wild turkey,N,0,0,0,No
311614,Airplane,NORFOLK INTL,< 1000 ft,B-737-700,1,1,None,27/04/2011 0:00,No damage,SOUTHWEST AIRLINES,Virginia,Approach,None,FALSE,FALSE,GRND PERSONNEL NOTICED EVID OF BIRD FEATHERS AND SMUDGE ON UNDERSIDE OF RT WING BTWN FUSELAGE AND ENG.,Small,No Cloud,Unknown bird - small,N,0,10,0,Yes
311616,Airplane,AUSTIN-BERGSTROM INTL,< 1000 ft,B-737-300,1,1,None,27/04/2011 0:00,No damage,SOUTHWEST AIRLINES,Texas,Approach,None,FALSE,FALSE,SHORT FINAL.,Small,No Cloud,Unknown bird - small,N,0,250,0,Yes
311617,Airplane,SAN ANTONIO INTL,< 1000 ft,B-737-500,1,1,None,27/04/2011 0:00,No damage,SOUTHWEST AIRLINES,Texas,Approach,None,FALSE,FALSE,NO NOTICEABLE DMG.,Small,No Cloud,Unknown bird - small,N,0,200,0,Yes
311619,Airplane,TAMPA INTL,< 1000 ft,B-737-700,1,1,None,27/04/2011 0:00,No damage,SOUTHWEST AIRLINES,Florida,Approach,None,FALSE,FALSE,,Medium,No Cloud,Unknown bird - medium,Y,0,200,0,Yes
311620,Airplane,PHOENIX SKY HARBOR,> 1000 ft,B-737-700,1,1,None,27/04/2011 0:00,No damage,SOUTHWEST AIRLINES,Arizona,Climb,None,FALSE,FALSE,FIRST INDICATION OF BIRDSTRIKE WAS A MED VOLUME THUMP ABOVE CAPT FRONT WINDSCREEN (WINDOW L-1). LOCATION REPTD AS MOBIE.,Small,No Cloud,Unknown bird - small,Y,300,"7,000",0,Yes
311624,Airplane,PHILADELPHIA INTL,< 1000 ft,EMB-170,1,1,None,26/04/2011 0:00,No damage,AIR CANADA,Pennsylvania,Take-off run,None,TRUE,FALSE,"ATIS WARNING. DATA ENTRY NOTE: # STRUCK NOT REPTD, ASSUME 1, SAME AS # SEEN.",Small,Some Cloud,Tree swallow,Y,0,0,0,No
311627,Airplane,FORT LAUDERDALE/HOLLYWOOD INTL,< 1000 ft,A-321,2 to 10,9,Other,1/05/2011 0:00,No damage,AIR CANADA,Florida,Approach,None,TRUE,FALSE,HIT 2 DUCKS JUST BEFORE T/D ABOUT 40' OVER RWY. REMAINS IN ENG AND ON L MAIN GEAR. NO DMG. DEPARTURE DELAYED 55 MINUTES. RWY 9L WAS CLOSED FOR 21 MINS FOR CLEAN UP.,Medium,Some Cloud,Mottled duck,Y,0,45,0,No
311630,Airplane,MINNEAPOLIS-ST PAUL INTL,< 1000 ft,B-757-300,1,1,None,1/05/2011 0:00,Caused damage,DELTA AIR LINES,Minnesota,Approach,None,TRUE,FALSE,"DENT ON THE #2 ENG NOSE COWLING, COVERED WITH BLOOD. DENT FOUND ON ARRIVAL. BORESCOPED AND VISUAL INSPN. CORE INGESTION. PILOT INDICATED BIRDS WERE CANADA GEESE. DURING RWY INSPN, A CANADA GOOSE WAS FOUND ON THE SOUTH END OF RWY 30R NEAR P-2. THERE WAS DR",Large,Some Cloud,Canada goose,N,0,200,0,Yes
311633,Airplane,PHOENIX-MESA GATEWAY,< 1000 ft,MD-88,2 to 10,5,None,2/05/2011 0:00,No damage,ALLEGIANT AIR,Arizona,Take-off run,None,FALSE,FALSE,"CARCASS REMOVED FROM 30L AT 6,000 DR. PILOT REPTD A FLOCK OF BIRDS ON BOTH SIDES OF THE A/C. ONLY EVIDENCE OF INGESTION WAS THE SMELL. FOUND FEATHERS STUCK IN CAPT'S SIDE WINDOW FROM THE ONE WE HEARD IMPACT. AT LEAST 1 WAS INGESTED BUT DON'T KNOW IF IT WA",Small,No Cloud,Horned lark,Y,0,0,0,No
311634,Airplane,UNIV OF ILLINOIS -WILLARD ARPT,< 1000 ft,EMB-145,2 to 10,10,None,2/05/2011 0:00,No damage,AMERICAN EAGLE AIRLINES,Illinois,Landing Roll,None,TRUE,FALSE,,Small,Overcast,Sparrows,N,0,0,0,No
311638,Airplane,DALLAS/FORT WORTH INTL ARPT,< 1000 ft,B-737-800,1,1,None,3/05/2011 0:00,No damage,AMERICAN AIRLINES,Texas,Landing Roll,None,TRUE,FALSE,NO DMG OR SIGN OF BIRDSTRIKE FOUND ON POST FLT WALK AROUND. PILOT REPTD POSSIBLE STRIKE ON LDG ROLL. REMAINS COLLECTED.,Small,No Cloud,Upland sandpiper,Y,0,0,0,Yes
311639,Airplane,JOHN F KENNEDY INTL,< 1000 ft,CL-RJ700,2 to 10,4,None,3/05/2011 0:00,No damage,AMERICAN EAGLE AIRLINES,New York,Approach,None,TRUE,TRUE,ID BY SMITHSONIAN. WENT THRU A FLOCK OF BIRDS ON SHORT FINAL. 2 OR 3 HIT AND THE REST SPREAD LEFT AND RIGHT AROUND THE A/C.,Small,Some Cloud,Least sandpiper,Y,0,300,0,No
311640,Airplane,BRADLEY INTL,> 1000 ft,B-737-700,1,1,None,3/05/2011 0:00,No damage,SOUTHWEST AIRLINES,Connecticut,Approach,None,FALSE,FALSE,"INGESTED SML BIRD IN #1 ENG. REPTD BY GROUND CREW TO OPS. FOUND BY A/C MX. ENG WAS BORESCOPED. NO DMG FOUND. ESTIMATED COST WAS $8,000 - 9,000.",Small,Some Cloud,Unknown bird - small,N,"8,500","2,000",0,Yes
311642,Airplane,JOHN F KENNEDY INTL,< 1000 ft,A-330,1,1,None,10/05/2011 0:00,No damage,AER LINGUS,New York,Landing Roll,None,TRUE,TRUE,ID BY SMITHSONIAN. HIT BIRD ON LDG ROLL. PILOT REPTD STRIKE AFTER PARKING AT GATE. PILOT WILL ADVISE TWR OF A/C DAMAGE IF ANY.,Small,No Cloud,Barn swallow,Y,0,0,0,No
311643,Airplane,SACRAMENTO INTL,< 1000 ft,A-320,1,1,None,10/05/2011 0:00,No damage,JETBLUE AIRWAYS,California,Approach,None,TRUE,TRUE,"ID BY SMITHSONIAN. PILOT REPT. BIRDSTRIKE ON FINAL TO RWY 16R, 1000 FT AGL, 145 KIAS. (ARPT REPTD HAD INFO FROM TICKET AGENT, CREW NOT PRESENT.) NO DMG",Small,No Cloud,Swainson's thrush,Y,0,"1,000",0,No
311644,Airplane,NORTHWEST FLORIDA BEACHES INTL,< 1000 ft,B-737-500,1,1,None,10/05/2011 0:00,No damage,SOUTHWEST AIRLINES,Florida,Take-off run,None,TRUE,TRUE,ID BY SMITHSONIAN. NO VIABLE DNA IN SAMPLE. FEATHER MATERIAL CONSISTENT WITH SOME TYPE OF BUTEO SP OF HAWK. PILOT REPTD STRIKING BIRD ON T/O ROLL AT ECP. SWA MX AT HOUSTON PERFORMED A STRIKE KIT AND TURNED IT OVER TO ARPT OPS FOR SUBMITTAL. NO DMG.,Medium,No Cloud,Hawks,N,0,0,0,Yes
311645,Airplane,KAHULUI ARPT,< 1000 ft,B-767-300,1,1,None,10/05/2011 0:00,No damage,UPS AIRLINES,Hawaii,Take-off run,None,FALSE,FALSE,MAUI SDOT AND WILDLIFE INSPECTED RWY AND FOUND NOTHING. PILOT REPTD IT WAS MOST LIKELY AN OWL.,Large,Some Cloud,Owls,N,0,0,0,Yes
311647,Airplane,DALLAS/FORT WORTH INTL ARPT,> 1000 ft,MD-82,2 to 10,5,Precautionary Landing,11/05/2011 0:00,No damage,AMERICAN AIRLINES,Texas,Climb,None,TRUE,TRUE,"ID BY SMITHSONIAN.WHILE PASSING 1800' AGL ENCOUNTERED A FLOCK OF SML BIRDS. MULTIPLE STRIKES TO NOSE, WINDSCREEN, INGESTION INTO #1 ENG AND REPORT OF FOUL ODOR. FLT DECLARED AN EMERGENCY WITH ATC AND RETD TO DFW W/O INCIDENT. A/C WAS OUT OF SERVICE 18.7 H",Small,Overcast,Cedar waxwing,Y,0,"1,800",0,No
311648,Airplane,DALLAS/FORT WORTH INTL ARPT,< 1000 ft,MD-82,1,1,None,11/05/2011 0:00,No damage,AMERICAN AIRLINES,Texas,Take-off run,None,TRUE,FALSE,PIREP OF BIRDSTRIKE ON 17R. RWY WAS CLOSED FROM 0931 TO 0935 FOR INSPN. REMAINS FOUND AT TWY EJ INTXN. NO DMG REPTD BY PILOT.,Small,Overcast,Killdeer,Y,0,0,0,No
311649,Airplane,WILMINGTON INTL,< 1000 ft,CL-RJ100/200,2 to 10,8,None,11/05/2011 0:00,No damage,ATLANTIC SOUTHEAST,North Carolina,Climb,None,TRUE,FALSE,"HIT UPPER RT NOSE. A/C REPTD STRIKE AFTER T/O. NEEDED RWY SWEEP. 1 CARCASS FOUND ON APCH OF 24 AT THE 1000' MARKER. (DATA ENTRY NOTE: BIRD REPTD AS DOVE, ASSUME MOURNING DOVE FROM LOCATION)",Small,Some Cloud,Mourning dove,N,0,400,0,No
311650,Airplane,LOS ANGELES INTL,< 1000 ft,B-737-800,1,1,None,11/05/2011 0:00,Caused damage,CONTINENTAL AIRLINES,California,Approach,None,TRUE,TRUE,ID BY SMITHSONIAN. BIRD HIT NOSE GEAR AND DAMAGED HYDRAULIC LINES. REMAINS COLLECTED. MX PROVIDED DOWNTIME. A/C WAS DELAYED FOR NEXT FLT. NOSE GEAR STEERING WAS DISABLED. A/C  HAD TO BE TOWED TO THE APRON.,Large,Some Cloud,Great blue heron,Y,600,150,0,Yes
311652,Airplane,LIHUE ARPT,< 1000 ft,DHC8 DASH 8,1,1,None,11/05/2011 0:00,No damage,ISLAND AIR,Hawaii,Landing Roll,None,TRUE,FALSE,,Small,Overcast,Short-eared owl,Y,0,0,0,No
311653,Airplane,PALM BEACH INTL,> 1000 ft,A-320,1,1,None,11/05/2011 0:00,No damage,JETBLUE AIRWAYS,Florida,Approach,None,FALSE,FALSE,STRIKE WAS REPTD TO ATC. MADE LOGBOOK ENTRY. INSPCTD AND RETD TO SERVICE. FINAL APCH.,Medium,Some Cloud,Unknown bird - medium,N,0,"2,000",0,No
311654,Airplane,ASHEVILLE REGIONAL ARPT,> 1000 ft,CL-RJ100/200,1,1,None,12/05/2011 0:00,No damage,AIR WISCONSIN AIRLINES,North Carolina,Approach,None,FALSE,FALSE,NO VISIBLE DMG. HIT NOSE. SML AMT OF BLOOD ON NOSE.,Small,Some Cloud,Unknown bird - small,N,0,"5,600",0,No
311657,Airplane,NEWARK LIBERTY INTL ARPT,> 1000 ft,EMB-145,1,1,None,12/05/2011 0:00,No damage,EXPRESSJET (CONTINENTAL EXPRS),New Jersey,Approach,None,TRUE,TRUE,"ID BY SMITHSONIAN, FAA 5850. VERY LITTLE MATERIAL. DNA. NOT CONTACT INFO, SO NOT NOTIFIED. NO DMG REPTD OR SEEN.",Small,No Cloud,Yellow warbler,Y,0,"2,500",0,No
311659,Airplane,PHOENIX SKY HARBOR,< 1000 ft,A-320,1,1,None,2/05/2011 0:00,No damage,US AIRWAYS,Arizona,Approach,None,TRUE,TRUE,ID BY SMITHSONIAN.,Medium,No Cloud,Red-tailed hawk,N,0,100,0,No
311662,Airplane,HARRISBURG INTL,< 1000 ft,CL-RJ100/200,2 to 10,7,None,4/05/2011 0:00,No damage,ATLANTIC SOUTHEAST,Pennsylvania,Landing Roll,None,TRUE,FALSE,2 BARN SWALLOWS REMOVED FROM RWY. BLOOD SMEAR ON A/C LEFT WING.,Small,Overcast,Barn swallow,Y,0,0,0,No
311663,Airplane,LIHUE ARPT,< 1000 ft,B-717-200,1,1,None,4/05/2011 0:00,No damage,HAWAIIAN AIR,Hawaii,Take-off run,None,FALSE,FALSE,BIRD HIT RT FRONT WINDSHLD ON T/O ROLL.,Small,Some Cloud,Unknown bird - small,Y,0,0,0,No
311664,Airplane,SACRAMENTO INTL,< 1000 ft,A-320,2 to 10,8,Other,4/05/2011 0:00,Caused damage,JETBLUE AIRWAYS,California,Approach,None,TRUE,TRUE,ID BY SMITHSONIAN. ON SHORT FINAL ROUGHLY 300' AGL WE ENCOUNTERED FLOCK OF LRG BIRD WHICH APPEARED TO BE EGRETS OR GEESE. ABOUT 5-10 BIRDS IN CLOSE VICINITY.  WE HIT THE BIRDS AT AROUND 300 FT AT ABOUT 150 KIAS ON FINAL. FOUND DENT IN FRONT LEFT FUSELAGE,Medium,No Cloud,White-faced ibis,Y,0,300,0,No
311666,Airplane,WILMINGTON INTL,< 1000 ft,EMB-170,1,1,None,4/05/2011 0:00,No damage,REPUBLIC AIRLINES,North Carolina,Climb,None,FALSE,FALSE,UNABLE TO LOCATE BIRD. PILOT WAS UNSURE IF HE ACTUALLY STRUCK A BIRD.,Small,Some Cloud,Unknown bird - small,N,0,20,0,No
311667,Airplane,BOISE AIR TERMINAL/GOWEN FIELD,> 1000 ft,A-319,1,1,None,4/05/2011 0:00,No damage,US AIRWAYS,Idaho,Approach,None,FALSE,FALSE,"HIT BIRD ON RT DOWNWIND LEFT WINDSCREEN AT 5000FT.(ASSUME MSL).  NO VISIBLE DMG BY CREW. MX CONTROL ADVISED. ALT IS APPROXIMATE, BASED ON AIRPORT ELEVATION, NOT ACTUAL A/C LOCATION)",Large,No Cloud,Unknown bird - large,N,0,"2,100",0,No
311669,Airplane,PENSACOLA REGIONAL,< 1000 ft,EMB-145,2 to 10,6,None,5/05/2011 0:00,No damage,AMERICAN EAGLE AIRLINES,Florida,Climb,None,TRUE,FALSE,"PILOT REPTD A FLOCK OF SML BLACK BIRDS, POSSIBLY ROBINS HIT RT WING AND RT LDG GEAR. NO DMG. VEHICLE COLLECTED REMAINS, BELIEVE THEM TO BE ROBINS. THEY WERE TOO DAMAGED TO TELL FOR SURE.",Small,No Cloud,Unknown bird - small,N,0,10,0,No
311670,Airplane,HILO INTL ARPT,< 1000 ft,B-717-200,1,1,None,5/05/2011 0:00,No damage,HAWAIIAN AIR,Hawaii,Landing Roll,None,TRUE,FALSE,"ON T/D, BIRD HIT JUST ABOVE RT EYEBROW WINDOW. MX FOUND NO EVIDENCE OF BIRD. WS RECOVERED CARCASS ON CENTERLINE AT THE 7,000 REMAINDER OF RWY 8.",Small,Some Cloud,Nutmeg mannikin,Y,0,0,0,No
311671,Airplane,AUSTIN-BERGSTROM INTL,< 1000 ft,A-320,2 to 10,2,None,5/05/2011 0:00,No damage,JETBLUE AIRWAYS,Texas,Approach,None,TRUE,TRUE,ID BY SMITHSONIAN. NO DMG.,Small,No Cloud,Brazilian free-tailed bat,N,0,500,0,No
311674,Airplane,RALEIGH-DURHAM INTL,< 1000 ft,A-320,1,1,None,5/05/2011 0:00,No damage,US AIRWAYS,North Carolina,Take-off run,None,FALSE,FALSE,NO DMG,Small,Some Cloud,Unknown bird - small,Y,0,0,0,No
311676,Airplane,WESTCHESTER COUNTY ARPT,< 1000 ft,A-320,1,1,None,6/05/2011 0:00,No damage,JETBLUE AIRWAYS,New York,Take-off run,None,FALSE,FALSE,CREW REPTD SML BIRD HIT WINDSHLD. BELIEVED TO BE EUROPEAN STARLING. RWY INSPN DID NOT FIND REMAINS. FLT CONTD BIRD HIT F/O WINDSCREEN. NO DMG. LOGBOOK WRITE UP MADE. MX NOTIFIED.,Small,Some Cloud,Unknown bird - small,Y,0,0,0,No
311678,Airplane,DALLAS LOVE FIELD ARPT,< 1000 ft,B-737-700,1,1,None,6/05/2011 0:00,No damage,SOUTHWEST AIRLINES,Texas,Climb,None,FALSE,FALSE,NO DMG,Small,No Cloud,Unknown bird - small,N,0,500,0,Yes
311681,Airplane,AUSTIN-BERGSTROM INTL,< 1000 ft,B-737-300,1,1,None,7/05/2011 0:00,No damage,SOUTHWEST AIRLINES,Texas,Approach,None,TRUE,FALSE,NO DMG. NO REMAINS FOUND AFTER REPTD STRIKE. HIT UNDER RADAR DOME NOSE AREA.,Small,Some Cloud,Unknown bird - small,Y,0,30,0,Yes
311682,Airplane,GERALD R FORD INTL,< 1000 ft,B-717-200,1,1,None,8/05/2011 0:00,Caused damage,AIRTRAN AIRWAYS,Michigan,Approach,None,TRUE,TRUE,ID BY SMITHSONIAN AS INSECT MATERIAL. NO BIRD MATERIAL FOUND IN SAMPLE FOR ID.  PILOT BELIEVES IT WAS A HAWK. VERY MINOR DENT TO RT FLAP. ONE SMALL PART OF A FEATHER AND SNARGE SENT IN.,Large,Some Cloud,Hawks,N,0,300,0,No
311684,Airplane,DALLAS/FORT WORTH INTL ARPT,< 1000 ft,MD-82,2 to 10,9,Precautionary Landing,8/05/2011 0:00,No damage,AMERICAN AIRLINES,Texas,Take-off run,None,FALSE,FALSE,"MOMENTARY ENG SURGE. STRONG, FOUL ODOR THRUOUT CABIN. RETD TO LANDING, DELCARED EMERGENCY AND LANDED UNEVENTFULLY BUT OVERWT.  ARPT OPS WAS NOT NOTIFIED. AIRLINE REPTD NO SNARGE WAS COLLECTED AND NO DMG FOUND.",Medium,No Cloud,Unknown bird - medium,Y,0,0,0,No
311685,Airplane,CLEVELAND-HOPKINS INTL ARPT,< 1000 ft,EMB-145,1,1,None,8/05/2011 0:00,No damage,EXPRESSJET (CONTINENTAL EXPRS),Ohio,Landing Roll,None,TRUE,FALSE,CO REPTS POSSIBLE BIRDSTRIKE ON 6L. AGENTS FOUND MUTILATED REMAINS OF BARN SWALLOW BTWN TWYS P AND N.,Small,Some Cloud,Barn swallow,Y,0,0,0,No
311688,Airplane,GENERAL MITCHELL INTL,< 1000 ft,B-737-700,1,1,None,9/05/2011 0:00,No damage,AIRTRAN AIRWAYS,Wisconsin,Take-off run,None,TRUE,FALSE,A/C INSPECTED AT ATL. NO DMG OR EVIDENCE OF STRIKE. 1 BIRD COLLECTED AT MKE BY ARPT AUTHORITY ON 19R SLIGHTLY NORTH OF 25L INTXN. BIRD FIRST REPTD AS BLACK AND YELLOW SPARROW. ID BY WS BIOL.,Small,No Cloud,Horned lark,Y,0,0,0,Yes
311689,Airplane,PORT COLUMBUS INTL,< 1000 ft,EMB-145,1,1,None,9/05/2011 0:00,No damage,AMERICAN EAGLE AIRLINES,Ohio,Approach,None,TRUE,FALSE,1 GOOSE STRUCK RT MAIN GEAR WHILE LDG. NO DMG. RWY CLOSED 15 MINUTES TO REMOVE REMAINS.,Large,No Cloud,Canada goose,N,0,100,0,No
311691,Airplane,ATLANTA INTL,> 1000 ft,MD-88,1,1,Precautionary Landing,9/05/2011 0:00,Caused damage,DELTA AIR LINES,Georgia,Climb,None,FALSE,FALSE,HIT #1 ENG DIRECTLY IN CENTER OF ENG. MITIGATING THE EXTENT OF DAMAGE. ENG DID ROLL BACK TO IDLE AND WAS OPERATED AT IDLE THE REST OF THE FLT. MX CONFIRMED INGESTION. ONLY DMG WAS A SML DENT ON THE INTAKE CONE. NO REMAINS COLLECTED. REPLACEMENT A/C REACHE,Large,No Cloud,Unknown bird - large,N,0,"10,100",0,No
