Record ID,Aircraft: Type,Airport: Name,Altitude bin,Aircraft: Make/Model,Wildlife: Number struck,Wildlife: Number Struck Actual,Effect: Impact to flight,FlightDate,Effect: Indicated Damage,Aircraft: Airline/Operator,Origin State,When: Phase of flight,Conditions: Precipitation,Remains of wildlife collected?,Remains of wildlife sent to Smithsonian,Remarks,Wildlife: Size,Conditions: Sky,Wildlife: Species,Cost: Total $,Feet above ground,Number of people injured,Is Aircraft Large?
267028,Airplane,LAGUARDIA NY,< 1000 ft,B-757-200,1,1,None,22/08/2009 0:00,No damage,AMERICAN AIRLINES,New York,Approach,None,FALSE,FALSE,BIRDSTRIKE ON APCH. ARFF RESPONDED. A/C TAXIED TO RAMP W/O INCIDENT,Small,Some Cloud,Rock pigeon,0,100,0,Yes
266554,Airplane,SIOUX GATEWAY ARPT,< 1000 ft,CITATION X,1,1,None,23/08/2009 0:00,No damage,BUSINESS,Iowa,Approach,None,FALSE,FALSE,1 TO 2 SML BIRDS SEEN BY A/C. HIT 1,Small,No Cloud,Unknown bird - small,0,200,0,No
266109,Airplane,NEW ORLEANS INTL,< 1000 ft,B-737-300,1,1,None,23/08/2009 0:00,No damage,CONTINENTAL AIRLINES,Louisiana,Approach,None,FALSE,FALSE,ATIS WARNING. NO DMG REPTD. A/C LANDED AND TAXIED TO GATE.,Small,No Cloud,Unknown bird - small,0,250,0,Yes
265130,Airplane,BENITO JUAREZ INTL,< 1000 ft,B-737-800,1,1,None,23/08/2009 0:00,No damage,AMERICAN AIRLINES,N/A,Climb,None,FALSE,FALSE,BIRD STRUCK JUST ABOVE CAPT WINDSCREEN. NO DMG NOTED.,Small,No Cloud,Unknown bird - small,0,25,0,Yes
266080,Airplane,ORLANDO INTL,< 1000 ft,B-737-300,1,1,None,23/08/2009 0:00,No damage,SOUTHWEST AIRLINES,Florida,Approach,None,FALSE,FALSE,NO DMG.,Small,No Cloud,Unknown bird - small,0,300,0,Yes
265128,Airplane,JAMES M COX DAYTON INTL,< 1000 ft,B-717-200,1,1,None,23/08/2009 0:00,No damage,AIRTRAN AIRWAYS,Ohio,Approach,None,FALSE,FALSE,BIRDS APPEARED TO COME FROM EDGE OF RWY.,Small,No Cloud,Unknown bird - small,0,50,0,No
266549,Airplane,BALTIMORE WASH INTL,< 1000 ft,B-737-300,1,1,None,23/08/2009 0:00,No damage,SOUTHWEST AIRLINES,Maryland,Approach,None,FALSE,FALSE,NO DMG. THREE MILE FINAL.,Small,Some Cloud,Unknown bird - small,0,"1,000",0,Yes
264188,Airplane,BALTIMORE WASH INTL,< 1000 ft,C-402,1,1,None,23/08/2009 0:00,No damage,CAPE AIR,Maryland,Approach,None,FALSE,FALSE,1/2 FINAL 33R. NO DMG.,Small,No Cloud,Unknown bird - small,0,500,0,No
266547,Airplane,PORTLAND INTL (OR),< 1000 ft,B-737-300,1,1,None,23/08/2009 0:00,No damage,SOUTHWEST AIRLINES,Oregon,Approach,None,FALSE,FALSE,FRWD JUST UNDER F/O. MX CONTACTED TO INSPECT. NO DMG FOUND. OCCURRED 7 MILES FROM PDX.,Small,Some Cloud,Unknown bird - small,0,"1,000",0,Yes
263834,Airplane,ST. PAUL DOWNTOWN ARPT,< 1000 ft,CITATION,1,1,None,23/08/2009 0:00,No damage,UNKNOWN,Minnesota,Landing Roll,None,TRUE,FALSE,"FROM TWR, A/C REPTD TO TWR HE ROLLED OVER A GULL ON RWY 14. GULL WAS KILLED ON RWY AND MX REMOVED IT. NO A/C DMG.",Medium,No Cloud,Ring-billed gull,0,0,0,No
264286,Airplane,GREATER PEORIA REGIONAL ARPT,< 1000 ft,EMB-145,1,1,None,23/08/2009 0:00,No damage,AMERICAN EAGLE AIRLINES,Illinois,Approach,None,TRUE,FALSE,GLANCING HIT ON RT SIDE NOSE SECTION. NO DMG. APRT PERSONNEL FOUND REMAINS INTACT. BIRD WAS HIT OVER RWY JUST BEFORE T/D.,Small,No Cloud,Mourning dove,0,20,0,No
266735,Airplane,CLEVELAND-HOPKINS INTL ARPT,< 1000 ft,EMB-145,1,1,None,23/08/2009 0:00,No damage,EXPRESSJET (CONTINENTAL EXPRS),Ohio,Landing Roll,None,TRUE,FALSE,REMAINS FOUND ON RWY AT TWY T. (BIRD ALSO REPTD AS HAWK)  ATIS WARNING.,Small,Overcast,Killdeer,0,0,0,No
263767,Airplane,PHILADELPHIA INTL,< 1000 ft,B-737-900,1,1,None,23/08/2009 0:00,No damage,CONTINENTAL AIRLINES,Pennsylvania,Landing Roll,None,TRUE,FALSE,,Small,No Cloud,Brown-headed cowbird,0,0,0,Yes
266079,Airplane,KANSAS CITY INTL,< 1000 ft,B-737-300,1,1,None,23/08/2009 0:00,No damage,SOUTHWEST AIRLINES,Missouri,Take-off run,None,TRUE,TRUE,"ID BY SMITHSONIAN, FAA 4231. WHOLE FEATHER. IRD FIRST REPTD AS SWALLOW AND SPARROW. NO DMG NOTED.",Small,No Cloud,Cliff swallow,0,0,0,Yes
267519,Airplane,ORLANDO INTL,< 1000 ft,B-737-700,1,1,None,24/08/2009 0:00,No damage,SOUTHWEST AIRLINES,Florida,Approach,None,FALSE,FALSE,SHORT FINAL TO 17R.,Medium,No Cloud,Unknown bird - medium,0,800,0,Yes
266756,Airplane,LAGUARDIA NY,< 1000 ft,B-737-700,1,1,None,24/08/2009 0:00,No damage,SOUTHWEST AIRLINES,New York,Approach,None,FALSE,FALSE,,Small,No Cloud,Unknown bird - small,0,400,0,Yes
266577,Airplane,SALT LAKE CITY INTL,< 1000 ft,B-737-300,1,1,None,24/08/2009 0:00,No damage,SOUTHWEST AIRLINES,Utah,Landing Roll,None,FALSE,FALSE,NO DMG OR INJURIES. DATA ENTRY NOTE: ARPT HAD NO INFO ON THIS STRIKE.,Small,Some Cloud,Unknown bird - small,0,0,0,Yes
266871,Airplane,DETROIT METRO WAYNE COUNTY ARPT,< 1000 ft,A-330,1,1,None,24/08/2009 0:00,No damage,DELTA AIR LINES,Michigan,Landing Roll,None,FALSE,FALSE,"PILOT REPTD STRIKING A LARGE BIRD, POSSIBLY A RED TAILED HAWK. NO REMAINS FOUND ON RWY. NWA MX STATED A SIX INCH DIAMETER SMEAR FOUND ON LOWER SECTION OF RADOME BUT HAD BEEN CLEANED OFF ALREADY.",Large,Some Cloud,Unknown bird - large,0,0,0,No
262962,Airplane,KANSAS CITY INTL,< 1000 ft,B-737-700,1,1,None,24/08/2009 0:00,No damage,SOUTHWEST AIRLINES,Missouri,Take-off run,None,FALSE,FALSE,STRUCK SMALL BIRD ON T/O ROLL RWY 9. STRUCK JUST BELOW F/O FRONT WINDSHIELD. SMALL BLOOD/GUTS MARKS APPEARED ON WINDOW. NO DMG NOTICED.,Small,No Cloud,Unknown bird - small,0,0,0,Yes
265829,Airplane,PHILADELPHIA INTL,> 1000 ft,B-737-700,1,1,None,24/08/2009 0:00,No damage,SOUTHWEST AIRLINES,Pennsylvania,Approach,None,FALSE,FALSE,TEN MILES NE.,Small,No Cloud,Unknown bird - small,0,"2,500",0,Yes
263837,Airplane,BALTIMORE WASH INTL,< 1000 ft,B-737-700,1,1,None,24/08/2009 0:00,No damage,SOUTHWEST AIRLINES,Maryland,Climb,None,TRUE,FALSE,PILOT REPT: SML BIRD HIT NOSEWHEEL LANDING GEAR ASSEMBLY ON T/O FROM RWY 28. NO DMG NOTED ON INSPN.  ARPT REPT: PILOT REPTD POSSIBLE BIRDSTRIKE. APPROX 7 PIECES OF CARCASS RECOVERED FROM RWY 28 NEAR TY R. BIOL BEST GUESS IS RING-BILLED GULL DUE TO TIME OF,Medium,No Cloud,Ring-billed gull,0,50,0,Yes
266517,Airplane,DES MOINES INTL,< 1000 ft,CITATION X,1,1,None,24/08/2009 0:00,No damage,BUSINESS,Iowa,Landing Roll,None,TRUE,FALSE,,Small,No Cloud,Rock pigeon,0,0,0,No
266753,Airplane,DETROIT METRO WAYNE COUNTY ARPT,< 1000 ft,CL-RJ100/200,1,1,None,24/08/2009 0:00,No damage,PINNACLE,Michigan,Landing Roll,Fog,TRUE,FALSE,ONE BARN SWALLOW REMVD RWY 3R AT TWY W3. NO DMG REPTD TO A/C.,Small,Some Cloud,Barn swallow,0,0,0,No
266872,Airplane,LEHIGH VALLEY INTL,< 1000 ft,B-727-200,1,1,None,24/08/2009 0:00,No damage,FEDEX EXPRESS,Pennsylvania,Climb,None,TRUE,FALSE,FIREFIGHTER REPTD THAT TOWER ADVISED OF POSSIBLE STRIKE ON T/O RUN. CHECKED RWY AND REMOVED CARCASS (INTACT) EAST OF TWY E. ARPT DID NOT REPT DMG AND CONT FLT. EVIDENCE OF STRIKE WAS FOUND ON FUSELAGE ABOVE F/O'S WINDSHLD. NO DMG NOTED.,Small,No Cloud,Killdeer,0,50,0,No
266516,Airplane,ALBUQUERQUE INTL,< 1000 ft,A-319,1,1,None,24/08/2009 0:00,Caused damage,US AIRWAYS,New Mexico,Approach,Rain,FALSE,FALSE,"PHASE OF FLT NOT REPTD, FLT AWARE SHOWS KPHX-KABQ. ASSUME APRCH. BIRD ACTIVITY ON ATIS.",Small,Some Cloud,Unknown bird - small,0,"1,000",0,No
267252,Airplane,MEMPHIS INTL,< 1000 ft,MD-80,1,1,None,24/08/2009 0:00,No damage,AMERICAN AIRLINES,Tennessee,Take-off run,None,FALSE,FALSE,NO DMG. JUST BLOOD AND GUTS AND FEATHERS. REPTD EVENT TO TOWER AND AA DISPATCH.,Small,No Cloud,Unknown bird - small,0,0,0,No
265596,Airplane,FORT LAUDERDALE EXECUTIVE ARPT,< 1000 ft,C-152,1,1,None,25/08/2009 0:00,No damage,BUSINESS,Florida,Take-off run,None,FALSE,FALSE,BLACK BIRD. NO DMG. ATIS WARNING. ROTATION.,Small,Some Cloud,Blackbirds,0,0,0,No
264866,Airplane,CHICAGO MIDWAY INTL ARPT,< 1000 ft,B-737-700,1,1,None,25/08/2009 0:00,No damage,SOUTHWEST AIRLINES,Illinois,Approach,None,FALSE,FALSE,"BIRD STRUCK LE OF WING ROOT. NO DMG. DATA ENTRY NOTE: # STRUCK NOT REPTD, ASSUME 1, SAME AS # SEEN.",Medium,No Cloud,Unknown bird - medium,0,"1,000",0,Yes
267791,Airplane,ATLANTA INTL,< 1000 ft,B-757-200,1,1,None,25/08/2009 0:00,No damage,DELTA AIR LINES,Georgia,Approach,None,FALSE,FALSE,"AT 500 FT ON FINAL APRCH, A/C STRUCK A SMALL BIRD. IMPACT OCCURRED AT LOWER CENTER PORTION OF R FRONT WINDSHIELD. NO DMG TO A/C REPTD. TYPE OF BIRD UNKNOWN.",Small,No Cloud,Unknown bird - small,0,500,0,Yes
264868,Airplane,HOUSTON-HOBBY,< 1000 ft,B-737-700,1,1,None,25/08/2009 0:00,No damage,SOUTHWEST AIRLINES,Texas,Climb,None,FALSE,FALSE,"BOTH PILOT FLYING AND PILOT MONITORING NOTICED A DISTINCT ""BIRD"" SMELL FOR ABOUT TWO MINUTES DURING ROTATION. NO OTHER ABNORMAL INDICATIONS. FLT PROCEEDED UNEVENTFULLY. DATA ENTRY NOTE: # STRUCK NOT REPTD, ASSUME 1, SAME AS # SEEN.",Small,No Cloud,Unknown bird - small,0,35,0,Yes
264867,Airplane,CHICAGO MIDWAY INTL ARPT,< 1000 ft,B-737-300,1,1,None,25/08/2009 0:00,No damage,SOUTHWEST AIRLINES,Illinois,Landing Roll,None,FALSE,FALSE,,Small,No Cloud,American kestrel,0,0,0,Yes
267790,Airplane,NEW ORLEANS INTL,< 1000 ft,B-737-300,1,1,None,25/08/2009 0:00,No damage,CONTINENTAL AIRLINES,Louisiana,Approach,None,FALSE,FALSE,"WHILE OVER APRCH END RWY 10 PREPARING TO LAND, PILOT REPTD BIRDSTRIKE JUST ABOVE WINDSHIELD ON F/O SIDE OF A/C. NO DMG OBSERVED TO A/C. NO REMAINS FOUND. 9500 REM RWY 10.",Small,Some Cloud,Unknown bird - small,0,100,0,Yes
264575,Airplane,DENVER INTL AIRPORT,> 1000 ft,A-318,1,1,None,25/08/2009 0:00,No damage,FRONTIER AIRLINES,Colorado,Approach,None,FALSE,FALSE,12 NM FROM DEN.,Medium,Some Cloud,Unknown bird - medium,0,"8,500",0,No
264865,Airplane,DENVER INTL AIRPORT,> 1000 ft,B-737-300,1,1,None,25/08/2009 0:00,No damage,SOUTHWEST AIRLINES,Colorado,Approach,None,FALSE,FALSE,"BLOOD STRIN NOTED ON OUTER LOWER ENG COWL DURING POSTFLT. NO OBVIOUS DMG OR BIRD REMAINS ON EST OF ENG. NO SOUND, ABNORMAL SMELLS OR END INDICATIONS NOTED TO INDICATE A BIRDSTRIKE WHILE IN FLT. INSPN PERFORMED BY CONTRACT MX OVERNIGHT. 5 NM NORTH.",Small,No Cloud,Unknown bird - small,0,"1,500",0,Yes
266089,Airplane,BETHEL ARPT,< 1000 ft,B-737-400,1,1,None,25/08/2009 0:00,No damage,ALASKA AIRLINES,Alaska,Approach,None,TRUE,FALSE,RAVEN STRUCK WING APPROX T/D MARKER ON LANDING. NO DMG. KILLED BIRD.,Medium,Some Cloud,Common raven,0,25,0,Yes
264744,Airplane,SOUTH BEND REGIONAL,< 1000 ft,LEARJET-31,1,1,None,25/08/2009 0:00,No damage,BUSINESS,Indiana,Take-off run,None,TRUE,FALSE,,Small,No Cloud,American kestrel,0,0,0,No
263964,Airplane,NEW ORLEANS INTL,< 1000 ft,EMB-170,1,1,None,25/08/2009 0:00,No damage,REPUBLIC AIRLINES,Louisiana,Take-off run,None,TRUE,FALSE,"REMAINS OF ONE PIGEON FOUND, 2000 REM RWY 28.",Small,No Cloud,Rock pigeon,0,0,0,No
264175,Airplane,RALEIGH-DURHAM INTL,< 1000 ft,CL-RJ100/200,1,1,None,26/08/2009 0:00,No damage,AIR WISCONSIN AIRLINES,North Carolina,Landing Roll,None,FALSE,FALSE,NO DMG TO A/C.,Small,Some Cloud,Unknown bird - small,0,0,0,No
264189,Airplane,ONTARIO INTL ARPT,< 1000 ft,B-737-700,1,1,None,26/08/2009 0:00,No damage,SOUTHWEST AIRLINES,California,Take-off run,None,FALSE,FALSE,UNKNOWN BIRD STRUCK DURING T/O WITH NO SAMPLE COLLECTED FOR ID.,Small,No Cloud,Unknown bird - small,0,0,0,Yes
267173,Airplane,THEODORE FRANCIS GREEN STATE,< 1000 ft,B-737-700,1,1,None,26/08/2009 0:00,No damage,SOUTHWEST AIRLINES,Rhode Island,Take-off run,None,FALSE,FALSE,,Small,No Cloud,Unknown bird - small,0,0,0,Yes
264190,Airplane,HOUSTON-HOBBY,< 1000 ft,B-737-300,1,1,None,26/08/2009 0:00,No damage,SOUTHWEST AIRLINES,Texas,Take-off run,None,FALSE,FALSE,IMPACTED CAPT WINDSCREEN. INSPECTED ON NEXT TURN. NO DMG.,Small,No Cloud,Unknown bird - small,0,0,0,Yes
266142,Airplane,RICHMOND INTL,< 1000 ft,MD-88,1,1,None,26/08/2009 0:00,No damage,DELTA AIR LINES,Virginia,Approach,None,FALSE,FALSE,NO DMG.,Small,No Cloud,Unknown bird - small,0,500,0,No
264904,,,,BELL-412,,1,,,No damage,,New York,,None,FALSE,FALSE,NOISE WAS HEARD WHILE SLOWING AND APPROACHING EAST HELIPAD. PIC NOTICED BLOOD ON UPPER WINDSCREEN AND WIPER. APPEARED TO BE A SML BIRD. NO DMG. BIRD WAS NOT SEEN PRIOR TO IMPACT. TIME OUT OF SERVICE 1/2 HR.,,Some Cloud,Unknown bird - small,0,,0,
267397,Airplane,TED STEVENS ANCHORAGE INTL,< 1000 ft,A-320,1,1,None,26/08/2009 0:00,No damage,US AIRWAYS,Alaska,Approach,None,FALSE,FALSE,"USA FLT 131 REPTD STRIKE ON APRCH RWY 7R. SMALL AMT OF BLOOD FOUND ON FUSELAGE OUTSIDE COCKPIT INDICATING STRIKE. PILOT HEARD ""THUMP"". NO DMG FOUND AND NO REMAINS COULD BE COLLECTED. ATIS WARNING. HEIGHT REPTD AS BOTH 50 & 100 FT. TOOK AVG. DATA ENTRY NOT",Medium,Some Cloud,Unknown bird - medium,0,75,0,No
265780,Airplane,IDAHO FALLS REGIONAL ARPT,< 1000 ft,SA227 AC METRO III,1,1,None,26/08/2009 0:00,No damage,AMERIFLIGHT,Idaho,Landing Roll,None,FALSE,FALSE,ATIS WARNING.,Small,No Cloud,Mourning dove,0,0,0,No
266767,Airplane,NEW ORLEANS INTL,< 1000 ft,B-737-500,1,1,None,26/08/2009 0:00,No damage,SOUTHWEST AIRLINES,Louisiana,Approach,None,FALSE,FALSE,SMALL BLACKBIRD. NO DMG TO A/C.,Small,Overcast,Unknown bird - small,0,400,0,Yes
264907,Airplane,KANSAS CITY INTL,< 1000 ft,B-737-700,1,1,None,26/08/2009 0:00,No damage,SOUTHWEST AIRLINES,Missouri,Climb,None,FALSE,FALSE,"JUST AFTER LIFT-OFF, (< 50 FT), F/O (PF) SAW 1 SML BIRD DISAPPEAR UNDER A/C NOSE. BOTH PILOTS HEARD 1 SML THUMP FROM UNDER THE NOSE. NO DEGRADATIONS IN A/C SYSTEMS NOR ODORS WERE NOTED. INFORMED MCI TWR OF SUSPECTED STRIKE. AFTER LDG, CALLED BACK TO MCI C",Small,Some Cloud,Unknown bird - small,0,20,0,Yes
264906,Airplane,SEATTLE-TACOMA INTL,< 1000 ft,B-737-700,1,1,None,26/08/2009 0:00,No damage,SOUTHWEST AIRLINES,Washington,Landing Roll,None,FALSE,FALSE,"HIT BIRD JUST PRIOR TO T/D.  FUSELAGE, ABOVE COCKPIT.",Small,Some Cloud,Unknown bird - small,0,0,0,Yes
266689,Airplane,LONG ISLAND MAC ARTHUR,< 1000 ft,B-737-300,1,1,None,26/08/2009 0:00,No damage,SOUTHWEST AIRLINES,New York,Take-off run,None,FALSE,FALSE,ON T/O ROLL A FLOCK OF APPROX 10 SMALL BIRDS FLEW IN FRONT OF A/C. NO IMPACT NOTED OR SMELL OF BIRD INGESTION IN ENG. FLT CONT TO DEST UNEVENTFULLY. BIRDSTRIKE NOT DISCOVERED UNTIL ON GROUND AT GATE AT TPA.,Small,Some Cloud,Unknown bird - small,0,0,0,Yes
264905,Airplane,GREATER PITTSBURGH,> 1000 ft,EMB-170,1,1,None,26/08/2009 0:00,No damage,REPUBLIC AIRLINES,Pennsylvania,Approach,None,FALSE,FALSE,LANDED AFTER REPORTING A STRIKE ON APCH. NO DMG.,Small,Some Cloud,Unknown bird - small,0,"2,600",0,No
262488,Airplane,SANTIAGO CIBAO INTL,< 1000 ft,A-320,1,1,None,26/08/2009 0:00,No damage,JETBLUE AIRWAYS,N/A,Landing Roll,None,TRUE,FALSE,,Small,Some Cloud,Unknown bird - small,0,0,0,No
263511,Airplane,SEATTLE-TACOMA INTL,< 1000 ft,B-737-800,1,1,None,26/08/2009 0:00,No damage,ALASKA AIRLINES,Washington,Landing Roll,None,TRUE,FALSE,COYOTE PUP.,Large,Some Cloud,Coyote,0,0,0,Yes
266497,Airplane,LEHIGH VALLEY INTL,< 1000 ft,CL-RJ700,1,1,None,26/08/2009 0:00,No damage,ATLANTIC SOUTHEAST,Pennsylvania,Take-off run,None,TRUE,FALSE,"DAILY REPORT: ASQ 5338 STRUCK AN OWL ON DEPRT FROM RWY 24. FLT CONTD. NO DMG.  AIRPT BIOL REPT: REPORTED TO ATCT,PILOT CONTD WITH FLT. NO DMG REPTD AT THIS TIME. CARCASS RECOVERED BY FIRE DEPT AT TWY E.",Medium,Some Cloud,Red-tailed hawk,0,0,0,No
265832,Airplane,DETROIT METRO WAYNE COUNTY ARPT,< 1000 ft,CL-RJ100/200,1,1,None,26/08/2009 0:00,No damage,PINNACLE,Michigan,Landing Roll,Rain,TRUE,FALSE,ONE BARN SWALLOW REMVD RWY 22R BTWN TWY A-7 & A-8. NO DMG TO A/C.,Small,Overcast,Barn swallow,0,0,0,No
265831,Airplane,DETROIT METRO WAYNE COUNTY ARPT,< 1000 ft,A-320,1,1,None,26/08/2009 0:00,No damage,NORTHWEST AIRLINES,Michigan,Landing Roll,Rain,TRUE,FALSE,ONE BARN SWALLOW REMVD RWY 21L NEAR TWY S-4. NO DMG REPTD TO A/C.,Small,Overcast,Barn swallow,0,0,0,No
264908,Airplane,MCCARREN INTL,> 1000 ft,A-319,1,1,None,26/08/2009 0:00,Caused damage,UNITED AIRLINES,Nevada,Approach,None,FALSE,FALSE,"UAL663 REPTD A HEAVY BIRDSTRIKE AT 8,000 FT (ASSUME MSL) 20 MILES NE OF LAS. POST FLT INSPN FOUND A DENT BELOW CO/P WINDOW, MISSING PAINT & BLOOD.",Medium,Some Cloud,Unknown bird - medium,0,"5,900",0,No
264193,Airplane,MINNEAPOLIS-ST PAUL INTL,< 1000 ft,A-318,1,1,None,27/08/2009 0:00,No damage,FRONTIER AIRLINES,Minnesota,Climb,None,FALSE,FALSE,"CAPT SAYS 'APPEARS NO DMG"". LOWER NOSE.",Small,No Cloud,European starling,0,83,0,No
264194,Airplane,CHICAGO MIDWAY INTL ARPT,> 1000 ft,A-319,1,1,None,27/08/2009 0:00,No damage,FRONTIER AIRLINES,Illinois,Approach,None,FALSE,FALSE,NO DMG FOUND AFTER INSPN. SMALL BIRD POSSIBLY A SPARROW.,Small,Overcast,Unknown bird - small,0,"1,500",0,No
265653,Airplane,EPPLEY AIRFIELD,< 1000 ft,MD-82,1,1,None,27/08/2009 0:00,No damage,AMERICAN AIRLINES,Nebraska,Approach,None,FALSE,FALSE,,Small,Overcast,Unknown bird - small,0,100,0,No
266934,Airplane,DALLAS LOVE FIELD ARPT,< 1000 ft,B-737-300,1,1,None,27/08/2009 0:00,No damage,SOUTHWEST AIRLINES,Texas,Approach,None,FALSE,FALSE,SML BIRD HIT CAPT'S FRONT WINDOW ON L SIDE.,Small,Some Cloud,Unknown bird - small,0,500,0,Yes
266053,Airplane,PHILADELPHIA INTL,< 1000 ft,CL-RJ100/200,1,1,None,27/08/2009 0:00,No damage,AIR WISCONSIN AIRLINES,Pennsylvania,Approach,None,FALSE,FALSE,BIRD ACTIVITY IN VNCY ARPT ON ATIS. NO PRIOR REPTS OF BIRD ACITIVITY. HEIGHT REPTD AS 150-200 FT. TOOK AVG.,Medium,No Cloud,Unknown bird - medium,0,175,0,No
267042,Airplane,ALBANY INTL,< 1000 ft,EMB-170,1,1,None,27/08/2009 0:00,No damage,REPUBLIC AIRLINES,New York,Approach,None,FALSE,FALSE,UNABLE TO COLLECT SNARGE SAMPLE DUE TO HEIGHT LOCATED ON NOSE OF A/C. SNARGE VISIBLE BELOW FRONT WINDSHIELD. RWY INSPECTED AND COULD NOT LOCATE BIRD REMAINS. MX INSPECTED A/C AND WIPED AWAY SNARGE BEFORE IT COULD BE COLLECTED. 3000 FT FROM RWY THRESHOLD.,Medium,No Cloud,Unknown bird - medium,0,200,0,No
266011,Airplane,RONALD REAGAN WASHINGTON NATL,< 1000 ft,B-737-800,1,1,None,27/08/2009 0:00,No damage,AMERICAN AIRLINES,DC,Climb,None,FALSE,FALSE,A/C OPERATED NORMALLY. PROCEEDED TO DEST. ADVISED MX. INSPN AT DFW. NO DMG. A/C REMAINED IN SERVICE. NO BIRD REMAINS COLLECTED. (DATA ENTRY NOTE: OSPREY CARCASS WAS FOUND AT 1930. DON'T BELIEVE THIS STRIKE WAS WITH OSPREY SINCE BIRD SIZE WAS REPTD AS SML),Small,No Cloud,Unknown bird - small,0,100,0,Yes
266394,Airplane,AUSTIN-BERGSTROM INTL,> 1000 ft,B-737-700,1,1,None,27/08/2009 0:00,No damage,SOUTHWEST AIRLINES,Texas,Approach,None,FALSE,FALSE,"ON BASE LEG TO FINAL, WE WERE CONFIGURING FOR LANDING WHEN WE BOTH NOTICED A LOUD THUD AGAINST A/C. ALL ENG INSTRUMENTS SHOWED NORMAL INDICATIONS. LANDING UNEVENTFUL. POSTFLT REVEALED BIRD REMAINS ON UPPER R QUAD OF RADOME. DATA ENTRY NOTE: # STRUCK NOT R",Medium,Some Cloud,Unknown bird - medium,0,"3,000",0,Yes
267043,Airplane,SALT LAKE CITY INTL,> 1000 ft,CL-RJ100/200,1,1,None,27/08/2009 0:00,No damage,SKYWEST AIRLINES,Utah,Climb,None,FALSE,FALSE,NO DMG UPON INSPN. HEIGHT REPTD AS 1000-1500 FT. TOOK AVG. DIST FROM ARPT REPTD AS 1-2 NM NORTH. TOOK AVG.,Small,No Cloud,Unknown bird - small,0,"1,250",0,No
264541,Airplane,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,> 1000 ft,A-320,1,1,None,27/08/2009 0:00,No damage,USA 3000,Kentucky,Approach,None,FALSE,FALSE,STRUCK BIRD ON F/O WINDSHIELD ABOUT 7 MILES OUT ON VISUAL APRCH AT 36R.,Small,No Cloud,Unknown bird - small,0,"2,000",0,No
265236,Airplane,PORTLAND INTL (OR),> 1000 ft,B-737-700,1,1,None,27/08/2009 0:00,No damage,SOUTHWEST AIRLINES,Oregon,Approach,None,FALSE,FALSE,"ATIS WARNING. 10 MILE E OF KPDX. DATA ENTRY NOTE: # STRUCK NOT REPTD, ASSUME 1. SAME AS # SEEN.",Small,No Cloud,Unknown bird - small,0,"3,000",0,Yes
266473,Airplane,SOUTHWEST FLORIDA INTL ARPT,< 1000 ft,EMB-190,1,1,None,27/08/2009 0:00,No damage,JETBLUE AIRWAYS,Florida,Climb,None,TRUE,FALSE,JBU 138 REPTD STRIKING A BIRD ON R WING DURING T/O CLIMB. A/C REPTD NO APPARENT DMG AND CONT ON FLT.,Large,Some Cloud,Great blue heron,0,100,0,No
267041,Airplane,SOUTHWEST FLORIDA INTL ARPT,< 1000 ft,A-320,1,1,None,27/08/2009 0:00,No damage,NORTHWEST AIRLINES,Florida,Take-off run,None,TRUE,FALSE,PILOT OF NW FLT 1109 REPTD STRIKING A BIRD ON T/O RUN RWY 6. NO EFFECT ON FLT. ARPT OPS COLLECTED ONE DOA STARLING AT F4 AND RWY 6.,Small,Some Cloud,European starling,0,0,0,No
267040,Airplane,MINNEAPOLIS-ST PAUL INTL,< 1000 ft,CL-RJ100/200,1,1,None,27/08/2009 0:00,No damage,MESABA AIRLINES,Minnesota,Landing Roll,None,TRUE,TRUE,"ID BY SMITHSONIAN, FAA 3568. WHOLE FEATHER. CAPT SAYS 'APPEARS NO DMG"".",Small,Some Cloud,Pectoral sandpiper,0,0,0,No
266932,Airplane,LONG BEACH-DAUGH FLD,< 1000 ft,A-320,1,1,None,27/08/2009 0:00,No damage,JETBLUE AIRWAYS,California,Take-off run,None,TRUE,TRUE,"ID BY SMITHSONIAN, FAA 3578.  DNA. PILOT REPTD TO SMF ARPT OPS A/C STRUCK A BIRD ON T/O OUT OF LGB. ESTIMATED TAKE OFF TIME 1810. SMF ARPT OPS WILL FORWARD DNA SAMPLE TO SMITHSONIAN.",Small,No Cloud,Mourning dove,0,0,0,No
265763,Airplane,RONALD REAGAN WASHINGTON NATL,< 1000 ft,CL-RJ900,1,1,None,27/08/2009 0:00,Caused damage,COMAIR AIRLINES,DC,Climb,None,TRUE,FALSE,"A/C DEPARTING RWY 1 AT DCA SAW WHAT PILOT DESCRIPED AS A CRANE, LARGE, LONG-LEGGED WHITE OR LIGHT COLORATION. HIT RT SIDE OF A/C WHILE ON CLIMB. PILOT SAID REPAIR COSTS AND TIME OUT OF SERVICE UNKN. ORIGINAL 5200-7 OBTAINED FROM BOS OPS AND USDA BIOL AT B",Large,Some Cloud,Unknown bird - large,0,200,0,No
