Record ID,Aircraft: Type,Airport: Name,Altitude bin,Aircraft: Make/Model,Wildlife: Number struck,Wildlife: Number Struck Actual,Effect: Impact to flight,FlightDate,Effect: Indicated Damage,Aircraft: Airline/Operator,Origin State,When: Phase of flight,Conditions: Precipitation,Remains of wildlife collected?,Remains of wildlife sent to Smithsonian,Remarks,Wildlife: Size,Conditions: Sky,Wildlife: Species,Cost: Total $,Feet above ground,Number of people injured,Is Aircraft Large?
267242,Airplane,NASHVILLE INTL,> 1000 ft,B-737-300,1,1,None,7/10/2009 0:00,No damage,US AIRWAYS,Tennessee,Approach,None,TRUE,FALSE,,Large,No Cloud,Unknown bird - large,0,"3,500",0,Yes
268805,Airplane,JOHNSON COUNTY EXECUTIVE ARPT,< 1000 ft,C-560,1,1,Precautionary Landing,7/10/2009 0:00,Caused damage,BUSINESS,Kansas,Take-off run,None,TRUE,TRUE,"ID BY SMITHSONIAN, FAA 3722. COYOTE OR DOMESTIC DOG. FOX WAS FOUND ON RWY. DMG TO RT MAIN GEAR DOOR. ARPT OPS REPORTED THAT A/C HIT A FOX OR COYOTE ON T/O ROLL",Large,Overcast,Red fox,"54,815",0,0,No
267278,Airplane,LOS ANGELES INTL,> 1000 ft,B-747-400,1,1,Precautionary Landing,7/10/2009 0:00,Caused damage,QANTAS,California,Climb,None,TRUE,TRUE,"ID BY SMITHSONIAN, FAA 3734. WHOLE FEATHER AND DNA. QANTAS DEPARTED AT 0023. AT 0030 PDT, CREW REPTD DURING CLIMBOUT AT 8,000 FEET (40 MILES WEST OF LAX) THERE WAS A LOUD BANG AND THEIR RADAR BECAME INOPERATIVE. PIC ADVISED ATC THAT THEY WOULD BE RETURNIN",Small,Some Cloud,Mourning dove,"20,489","8,000",0,No
268210,Airplane,CHARLOTTE/DOUGLAS INTL ARPT,> 1000 ft,MD-82,1,1,None,7/10/2009 0:00,No damage,AMERICAN AIRLINES,North Carolina,Approach,None,FALSE,FALSE,,Small,No Cloud,Unknown bird - small,0,"3,000",0,No
269603,Airplane,NASHVILLE INTL,> 1000 ft,CL-RJ100/200,1,1,None,7/10/2009 0:00,No damage,AIR WISCONSIN AIRLINES,Tennessee,Approach,None,FALSE,FALSE,7 MI SE BNA.,Medium,No Cloud,Unknown bird - medium,0,"4,300",0,No
267924,Airplane,DALLAS/FORT WORTH INTL ARPT,< 1000 ft,B-737-800,1,1,None,7/10/2009 0:00,No damage,AMERICAN AIRLINES,Texas,Climb,None,FALSE,FALSE,"UPON ROTATION, BIRD HIT LEFT SIDE OF CAPT'S MAIN WINDSHLD. SOME REMAINS AND A FEW FEATHERS STUCK TO WINDOW. NO DMG NOTED.",Small,Overcast,Unknown bird - small,0,20,0,Yes
268857,Airplane,CHARLOTTE/DOUGLAS INTL ARPT,< 1000 ft,B-717-200,1,1,None,8/10/2009 0:00,No damage,AIRTRAN AIRWAYS,North Carolina,Approach,None,FALSE,FALSE,"DATA ENTRY NOTE: # STRUCK NOT REPTD, ASSUME 1, SAME AS # SEEN.",Small,No Cloud,Unknown bird - small,0,100,0,No
269621,Airplane,MINNEAPOLIS-ST PAUL INTL,> 1000 ft,EMB-145,1,1,None,8/10/2009 0:00,No damage,EXPRESSJET (CONTINENTAL EXPRS),Minnesota,Approach,None,FALSE,FALSE,,Small,Some Cloud,Unknown bird - small,0,"2,700",0,No
265594,Airplane,HILO INTL ARPT,< 1000 ft,B-717-200,1,1,None,8/10/2009 0:00,No damage,HAWAIIAN AIR,Hawaii,Approach,None,FALSE,FALSE,"BIRDSTRIKE DURING LDG, RT SIDE OF NOSE.",Small,No Cloud,Unknown bird - small,0,100,0,No
269261,,,,BELL-205A1,,1,,,No damage,,California,,None,FALSE,FALSE,"NO DMG. CONTD FLT AFTER INSPN. LIGHT SNARGE ON LWR L WINDSCREEN. NO FEATHERS WERE PRESENT. BIRD WAS SML, DARK BROWN/BLACK WITH WHITE UNDER WINGS. ENG = HONEYWELL 5317 (NO ICAO CODE)",,No Cloud,Unknown bird - small,0,,0,
268858,Airplane,ATLANTA INTL,> 1000 ft,B-717-200,1,1,None,8/10/2009 0:00,No damage,AIRTRAN AIRWAYS,Georgia,Climb,None,FALSE,FALSE,,Medium,Some Cloud,Unknown bird - medium,264,"3,000",0,No
268859,Airplane,MIAMI INTL,> 1000 ft,B-737-800,1,1,None,8/10/2009 0:00,No damage,AMERICAN AIRLINES,Florida,Climb,None,FALSE,FALSE,,Small,No Cloud,Unknown bird - small,0,"10,000",0,Yes
269262,Airplane,ORLANDO INTL,> 1000 ft,B-737-300,1,1,None,8/10/2009 0:00,No damage,SOUTHWEST AIRLINES,Florida,Climb,None,FALSE,FALSE,BIRD HIT LEFT FRONT WINDSCREEN. NO DMG NOTED. NO REMAINS SAVED.,Small,No Cloud,Unknown bird - small,0,"8,700",0,Yes
267688,Airplane,PHILADELPHIA INTL,> 1000 ft,A-320,1,1,None,8/10/2009 0:00,No damage,US AIRWAYS,Pennsylvania,Descent,None,FALSE,FALSE,A/C WAS IN LEVEL FLT. A/C WAS IN A HOLD WHEN STRUCK. 30 NM FROM PHL NEAR PTW.,Small,Overcast,Unknown bird - small,0,"6,000",0,No
269263,Airplane,SOUTHWEST FLORIDA INTL ARPT,> 1000 ft,B-737-700,1,1,None,8/10/2009 0:00,No damage,SOUTHWEST AIRLINES,Florida,Descent,None,FALSE,FALSE,"BIRD REPTD AS BOTH LARGE (BY ARPT OPS) AND SMALL (BY CAPT, USED CAPT'S SIZE)",Small,Some Cloud,Unknown bird - small,0,"10,000",0,Yes
266821,Airplane,SOUTHWEST FLORIDA INTL ARPT,> 1000 ft,B-737-700,1,1,None,8/10/2009 0:00,No damage,SOUTHWEST AIRLINES,Florida,Descent,None,FALSE,FALSE,,Large,Some Cloud,Unknown bird - large,0,"8,500",0,Yes
265593,Airplane,ORLANDO SANFORD INTL AIRPORT,< 1000 ft,B-767-300,1,1,None,8/10/2009 0:00,No damage,GLOBESPAN AIRWAYS,Florida,Approach,None,TRUE,FALSE,NO REPTD DMG. LANDED SAFELY.,Large,Some Cloud,Black vulture,0,200,0,Yes
267593,Airplane,TAMPA INTL,> 1000 ft,B-737-700,1,1,None,8/10/2009 0:00,No damage,SOUTHWEST AIRLINES,Florida,Climb,None,TRUE,TRUE,"ID BY SMITHSONIAN. FAA 3735. WHOLE FEATHER, DNA. 5 NM WNW OF TPA.SAW A SMALL OBJECT PASS VERY QUICKLY BY THE L SIDE OF A/C NOSE. ALMOST SIMULTANEOUSLY I HEARD A BANG FROM L F/O SIDE OF NOSE. BIRD FEATHERS AND WHAT APPEARED TO BE BLOOD SMEARED ON F/O FRWD",Small,Some Cloud,Swainson's thrush,527,"8,300",0,Yes
269107,Airplane,MCNARY FLD ARPT,> 1000 ft,C-560,1,1,None,8/10/2009 0:00,Caused damage,BUSINESS,Oregon,Descent,None,TRUE,TRUE,"ID BY SMITHSONIAN, FAA 3800. DNA.  CHIPPING SPARROW. RT WING JUST OUTBD OF ENG INLET WAS STRUCK AND DAMAGED. SML DENT(6-8"") IN LEADING EDGE OF HEATED SURFACE WITH SOME PARTS BEHING THE LEADING EDGE SUFFERING DMG AS WELL. A/C HAD NO NOTICEABLE HANDLING CHA",Medium,No Cloud,Unknown bird - medium,"22,664","7,000",0,No
269333,Airplane,NEWARK LIBERTY INTL ARPT,< 1000 ft,B-767-300,1,1,None,9/10/2009 0:00,No damage,UPS AIRLINES,New Jersey,Approach,None,FALSE,FALSE,,Medium,Overcast,Unknown bird - medium,0,400,0,Yes
268474,Airplane,EL PASO INTL ARPT,< 1000 ft,B-737-700,1,1,None,9/10/2009 0:00,No damage,SOUTHWEST AIRLINES,Texas,Approach,None,FALSE,FALSE,NO DMG. ALL ENG INDICATION NORMAL.,Small,No Cloud,Unknown bird - small,0,2,0,Yes
268476,Airplane,CHICAGO MIDWAY INTL ARPT,> 1000 ft,B-737-700,1,1,None,9/10/2009 0:00,No damage,SOUTHWEST AIRLINES,Illinois,Approach,None,FALSE,FALSE,,Small,No Cloud,Unknown bird - small,0,"3,500",0,Yes
268473,Airplane,SAN ANTONIO INTL,> 1000 ft,B-737-700,1,1,None,9/10/2009 0:00,No damage,SOUTHWEST AIRLINES,Texas,Approach,None,FALSE,FALSE,,Small,Overcast,Unknown bird - small,0,"1,500",0,Yes
268950,Airplane,LOGAN INTL,< 1000 ft,SAAB-340,1,1,None,9/10/2009 0:00,No damage,COLGAN AIRWAYS,Massachusetts,Approach,None,TRUE,FALSE,FOUND BIRD IN NOSE LANDING GEAR DURIN GPOST FLT INSPN. BIRD WAS RECOVERED BY OPS AND ID'D BY USDA/WS BIOLOGIST. NO REPTD DMG. A/C WAS OVER THRESHOLD WHEN IT HIT THE BIRD.,Large,Overcast,Double-crested cormorant,0,45,0,No
268825,Airplane,PORTLAND INTL (OR),< 1000 ft,A-320,1,1,None,9/10/2009 0:00,No damage,US AIRWAYS,Oregon,Climb,None,TRUE,FALSE,REPORTED AS POSSIBLE STRIKE BY PILOT. BIRD FOUND ON RWY BY OPS. (FIRST REPTD AS A SPARROW),Small,Some Cloud,American pipit,0,75,0,No
267689,Airplane,DALLAS/FORT WORTH INTL ARPT,> 1000 ft,MD-82,1,1,None,9/10/2009 0:00,No damage,AMERICAN AIRLINES,Texas,Approach,None,TRUE,FALSE,ATIS WARNING.,Small,Overcast,Unknown bird - small,0,"1,100",0,No
268207,Airplane,KLAMATH FALLS INTL,> 1000 ft,GULFSTRM 200,1,1,None,9/10/2009 0:00,Caused damage,BUSINESS,Oregon,Approach,None,TRUE,TRUE,"ID BY SMITHSONIAN, FAA 3739. WHOLE FEATHER AND DNA. ON DOWNWIND FOR 32L (TEMP RWY AT LMT DURING CONSTRUCTION) AT APPROX 1500 FT AGL WE HEARD AND FELT A  LOUD THUMP. CONTD APCH & LANDED NORMALLY. NOTICED DAMAGE TO LEFT SLAT DURING POST FLT INSPN. DIRECTOR",Medium,No Cloud,Mallard,"126,496","1,500",0,No
268743,Airplane,LOUISVILLE INTL ARPT,< 1000 ft,B-737-300,1,1,None,10/10/2009 0:00,No damage,SOUTHWEST AIRLINES,Kentucky,Approach,None,FALSE,FALSE,,Medium,No Cloud,Unknown bird - medium,0,800,0,Yes
266307,Airplane,GENERAL ESCOBEDO INTL,< 1000 ft,DHC8 DASH 8,1,1,None,10/10/2009 0:00,No damage,ASTAR AIR CARGO,N/A,Approach,None,FALSE,FALSE,,Small,No Cloud,Unknown bird - small,0,"1,000",0,No
267630,Airplane,EPPLEY AIRFIELD,< 1000 ft,CL-RJ100/200,1,1,None,10/10/2009 0:00,No damage,PINNACLE,Nebraska,Climb,None,FALSE,FALSE,,Small,Overcast,Unknown bird - small,0,100,0,No
268742,Airplane,LAMBERT-ST LOUIS INTL,< 1000 ft,B-737-300,1,1,None,10/10/2009 0:00,No damage,SOUTHWEST AIRLINES,Missouri,Approach,None,FALSE,FALSE,NO DMG.  A/C TIME OUT OF SERVICE REPTD AS 0.2 HRS.,Small,No Cloud,Unknown bird - small,0,50,0,Yes
269122,Airplane,BUFFALO-NIAGARA INTL,< 1000 ft,EMB-190,1,1,None,10/10/2009 0:00,No damage,JETBLUE AIRWAYS,New York,Take-off run,None,FALSE,FALSE,NO DMG.,Small,Some Cloud,Unknown bird - small,0,0,0,No
268740,Airplane,BOB HOPE ARPT,> 1000 ft,CL-RJ100/200,1,1,None,10/10/2009 0:00,No damage,SKYWEST AIRLINES,California,Descent,None,FALSE,FALSE,25 MI N OF  BUR.  SKW PILOTS ADVISED SKY OPS OF BIRDSTRIKE ON FINAL DESCENT TO BUR RWY 8. REMAINS (BLOOD/SMALL PARTS OF FEATHERS) WERE DISCARDED PRIOR TO ARPT OPS ARVL AND WERE NOT SAVED. A/C MX DESCRIBED SMALL PIECES OF FEATHERS AS BLACK. A/C MX CHARGED,Small,No Cloud,Unknown bird - small,79,"9,500",0,No
268741,Airplane,SALT LAKE CITY INTL,> 1000 ft,B-737-700,1,1,None,10/10/2009 0:00,No damage,SOUTHWEST AIRLINES,Utah,Climb,None,FALSE,FALSE,NO DMG. NO EFFECT ON FLT.,Small,No Cloud,Unknown bird - small,0,"1,800",0,Yes
268087,Airplane,NEWARK LIBERTY INTL ARPT,> 1000 ft,B-737-400,1,1,None,10/10/2009 0:00,No damage,US AIRWAYS,New Jersey,Approach,None,FALSE,FALSE,BIRD IMPACTED A/C AT R1 WINDSCREEN AND STRUCK WIPER BLADE. APRCH AT FL30 25 NM FROM EWR.,Small,No Cloud,Unknown bird - small,0,"3,500",0,Yes
269336,Airplane,CHICAGO O'HARE INTL ARPT,< 1000 ft,EMB-145,1,1,None,10/10/2009 0:00,No damage,AMERICAN EAGLE AIRLINES,Illinois,Landing Roll,None,TRUE,FALSE,"ATIS WARNING. NO DMG. REMAINS FOUND ON RWY, ID BY WS BIOL.",Small,Overcast,Chimney swift,0,0,0,No
266310,Airplane,DETROIT METRO WAYNE COUNTY ARPT,< 1000 ft,CL-RJ100/200,1,1,None,10/10/2009 0:00,No damage,PINNACLE,Michigan,Landing Roll,None,TRUE,FALSE,ONE KILLDEER REMVD RWY 4L JUST N OF TWY A-4. NO DMG REPTD TO A/C.,Small,No Cloud,Killdeer,0,0,0,No
268305,Airplane,HILO INTL ARPT,< 1000 ft,B-717-200,1,1,None,10/10/2009 0:00,No damage,HAWAIIAN AIR,Hawaii,Climb,None,TRUE,TRUE,"ID BY SMITHSONIAN, FAA 3818, DNA. DURING T/O BIRDSTRIKE OCCURRED AFTER LIFT OFF. BIRD HIT CENTER WINDSHLD. NO APPARENT DMG. RWY INSPN FOUND NO REMAINS.",Small,No Cloud,Nutmeg mannikin,0,35,0,No
267296,Airplane,TULSA INTL,< 1000 ft,A-320,1,1,None,10/10/2009 0:00,No damage,UNITED AIRLINES,Oklahoma,Approach,None,TRUE,TRUE,"ID BY SMITHSONIAN, FAA 3985. AT APPRO 560 FT ON FINAL AT NIGHT, HIT A ""MEDIUM"" SIZE BIRD. IT HIT JUST BEHIND THE RADOME ON THE BOTTOM RT SIDE OF THE BELLY. AND A SML AMT OF BIRD MATTER ON THE NOSE GEAR STRUT. PILOT SAW A LARGE GRAY OR WHITE BIRD THEN FELT",Small,Some Cloud,Mourning dove,0,560,0,No
268330,Airplane,LAMBERT-ST LOUIS INTL,< 1000 ft,DC-9-40,1,1,None,11/10/2009 0:00,No damage,NORTHWEST AIRLINES,Missouri,Take-off run,None,FALSE,FALSE,,Medium,Some Cloud,Unknown bird - medium,0,0,0,No
268428,Airplane,ADAMS FIELD ARPT,< 1000 ft,B-737-300,1,1,None,11/10/2009 0:00,No damage,SOUTHWEST AIRLINES,Arkansas,Approach,None,FALSE,FALSE,THREE MILE FINAL.,Small,No Cloud,Unknown bird - small,0,"1,000",0,Yes
268427,Airplane,JACKSONVILLE INTL,< 1000 ft,B-737-700,1,1,None,11/10/2009 0:00,No damage,SOUTHWEST AIRLINES,Florida,Approach,None,FALSE,FALSE,STRUCK BIRD ON 1/4 FINAL. HEARD POP WHEN BIRD STRUCK A/C. CONT WITH NORMAL APRCH AND LANDING. NO DMG FOUND DURING POSTFLT INSPN.,Small,No Cloud,Unknown bird - small,0,200,0,Yes
265675,Airplane,SALT LAKE CITY INTL,< 1000 ft,CL-RJ100/200,1,1,None,11/10/2009 0:00,No damage,SKYWEST AIRLINES,Utah,Approach,None,FALSE,FALSE,NO DMG TO A/C. EST COST OF REPAIR AND EST COST OTHER COST BOTH REPTD AS GREATER THAN $200.,Small,Some Cloud,Unknown bird - small,422,200,0,No
267000,Airplane,CHICAGO MIDWAY INTL ARPT,< 1000 ft,B-737-700,1,1,None,11/10/2009 0:00,No damage,SOUTHWEST AIRLINES,Illinois,Approach,None,FALSE,FALSE,,Small,Some Cloud,Unknown bird - small,0,10,0,Yes
269268,Airplane,LAGUARDIA NY,> 1000 ft,MD-82,1,1,None,11/10/2009 0:00,No damage,AMERICAN AIRLINES,New York,Approach,None,FALSE,FALSE,BIRDSTRIKE ON CAPT'S WINDSHIELD 2 MILES S OF LGA. 4000 FT. A/C SYSTEMS AND ENG PARAMETERS REMAINED NORMAL. ARFF RESPONDED. A/C TAXIED TO RAMP W/O ASSISTANCE.,Medium,No Cloud,Unknown bird - medium,0,"4,000",0,No
268429,Airplane,LONG ISLAND MAC ARTHUR,> 1000 ft,B-737-700,1,1,None,11/10/2009 0:00,No damage,SOUTHWEST AIRLINES,New York,Descent,None,FALSE,FALSE,"35 NM SOUTH (OVER WATER).  NO DMG NOTED DURING SUBSEQUENT INSPN. DATA ENTRY NOTE: # STRUCK NOT REPTD, ASSUME 1, SAME AS # SEEN.",Medium,No Cloud,Unknown bird - medium,0,"5,000",0,Yes
268432,Airplane,CHARLOTTE/DOUGLAS INTL ARPT,> 1000 ft,A-320,1,1,None,11/10/2009 0:00,No damage,US AIRWAYS,North Carolina,Approach,None,FALSE,FALSE,SMALL BIRD HIT L SIDE OF CAPT WINDSHIELD.,Small,No Cloud,Unknown bird - small,0,"2,500",0,No
268430,Airplane,HOUSTON-HOBBY,> 1000 ft,B-737-700,1,1,None,11/10/2009 0:00,No damage,SOUTHWEST AIRLINES,Texas,Approach,None,FALSE,FALSE,FIVE MILES SW OF HOU.,Small,Overcast,Unknown bird - small,0,"1,500",0,Yes
269125,Airplane,ALBUQUERQUE INTL,> 1000 ft,B-737-700,1,1,None,11/10/2009 0:00,No damage,SOUTHWEST AIRLINES,New Mexico,Approach,None,FALSE,FALSE,I DID NOT SEE THE VICTIM BUT IMMEDIATELY AFTER HEARING STRIKE I SAW A SMALL CREATURE THAT MAY HAVE BEEN A BAT FLIT THROUGH THE LANDING LIGHT BEAM.,Small,No Cloud,Unknown bird - small,0,"3,000",0,Yes
268512,Airplane,NASHVILLE INTL,> 1000 ft,B-737-300,1,1,None,11/10/2009 0:00,No damage,SOUTHWEST AIRLINES,Tennessee,Climb,None,FALSE,FALSE,,Small,Some Cloud,Unknown bird - small,0,"1,500",0,Yes
268329,Airplane,TETERBORO AIRPORT,< 1000 ft,C-560,1,1,None,11/10/2009 0:00,No damage,BUSINESS,New Jersey,Approach,None,TRUE,FALSE,RWY 19 BY TWY Q.,Small,No Cloud,American kestrel,0,5,0,No
267385,Airplane,BUFFALO-NIAGARA INTL,< 1000 ft,EMB-145,1,1,None,11/10/2009 0:00,No damage,EXPRESSJET (CONTINENTAL EXPRS),New York,Take-off run,None,TRUE,FALSE,"PILOT WILL CK IF THERE IS DMG IN CLE. FLT # REPTD AS 556, BUT FLIGHTAWARE SHOWS KMCI-KMSY.",Small,Some Cloud,Killdeer,0,0,0,No
267387,Airplane,PORTLAND INTL (OR),< 1000 ft,CL-RJ700,1,1,None,11/10/2009 0:00,No damage,HORIZON AIR,Oregon,Take-off run,None,TRUE,FALSE,STRIKE REPTD TO TOWER BY PILOT. BIRD REMVD FROM RWY BY OPS.,Small,Some Cloud,American kestrel,0,0,0,No
268583,Airplane,LAGUARDIA NY,< 1000 ft,B-757-200,1,1,None,11/10/2009 0:00,No damage,DELTA AIR LINES,New York,Approach,None,TRUE,TRUE,"ID BY SMITHSONIAN, FAA 3760. WHOLE FEATHER AND DNA. (DATA ENTRY NOTE: DAILY REPORT INDICATED  THE FLT DEPARTED, HIT A BIRD AND RETURNED TO LAND AT LGA. ARFF RESPONDED. FLIGHT AWARE SHOWS FLT 1792 DEPARTED KATL AT 1904 AND LANDED LGA AT 2026. AIRLINE  DID",Small,Some Cloud,Swamp sparrow,0,"1,000",0,Yes
267386,Airplane,SALT LAKE CITY INTL,< 1000 ft,B-757-200,1,1,None,11/10/2009 0:00,No damage,DELTA AIR LINES,Utah,Approach,None,TRUE,TRUE,ID BY SMITHSONIAN. FAA 3764. DNA. PILOT SAW 4-5 DUCKS SCATTER IN FRONT OF A/C AND HEARD STRIKE. SMALL AMT OF BLOOD AND A FEATHER FOUND ON FUSELAGE JUST IN FRONT OF THE MAIN CABIN DOOR. NO DMG DETECTED ON A/C. PILOT SAID THEY WERE DUCKS.,Medium,No Cloud,American wigeon,0,100,0,Yes
269123,Airplane,FRANCIS S GABRESKI ARPT,< 1000 ft,C-560,1,1,None,11/10/2009 0:00,Caused damage,BUSINESS,New York,Landing Roll,None,FALSE,FALSE,"DEER DARTED ACROSS RWY FROM LEFT TO RIGHT STRIKING RT WING.  REPALCED R/H OUTBOARD LEADING EDGE PANEL, R/H FLAP TRACK ISLAND, OUTBOARD FLAP PANEL.  & R/H MAIN LANDING GEAR DOOR. (DATA ENTRY NOTE: REPTD AS DEER, ASSUME WHITE-TAILED FROM LOCATION)",Large,No Cloud,White-tailed deer,0,0,0,No
266999,Airplane,CHICAGO O'HARE INTL ARPT,< 1000 ft,CL-RJ700,1,1,None,11/10/2009 0:00,No damage,SKYWEST AIRLINES,Illinois,Take-off run,None,FALSE,FALSE,REMAINS ID'D BY USDA/WS BIOL.,Small,Some Cloud,Chimney swift,0,0,0,No
266603,Airplane,CHICAGO O'HARE INTL ARPT,< 1000 ft,CL-RJ700,1,1,None,11/10/2009 0:00,No damage,AMERICAN EAGLE AIRLINES,Illinois,Landing Roll,None,FALSE,FALSE,USDA HAD NOTHING ON THIS.,Small,Some Cloud,Unknown bird - small,0,0,0,No
265385,Airplane,AUSTIN-BERGSTROM INTL,< 1000 ft,B-737-700,1,1,None,12/10/2009 0:00,No damage,SOUTHWEST AIRLINES,Texas,Approach,Fog,FALSE,FALSE,"PIREP OF BIRDSTRIKE REPTD. RECOVERED DOVE ON 17L, 2500 FT FROM APCH END.",Small,Overcast,Unknown bird - small,0,100,0,Yes
268516,Airplane,MC ALLEN MILLER INTL,< 1000 ft,MD-82,1,1,None,12/10/2009 0:00,No damage,AMERICAN AIRLINES,Texas,Approach,None,FALSE,FALSE,"PER PILOT, 50 OR 60 BIRDS OBSERVED L OF RWY DURING APRCH PHASE. PILOT DESCRIBED BIRDS AS SMALL AND BLACK. WILDLF WAS NOT A FACTOR IN ACTUAL STRIKE. 100 ABOVE SHORT FINAL, THRESHOLD OF RWY 31.",Small,Overcast,Unknown bird - small,0,100,0,No
268130,Airplane,GENERAL MITCHELL INTL,< 1000 ft,EMB-135,1,1,None,12/10/2009 0:00,No damage,EXPRESSJET (CONTINENTAL EXPRS),Wisconsin,Approach,None,FALSE,FALSE,STRIKE OCCURRED 0.5 MILES N OF ARPT.,Small,Some Cloud,Unknown bird - small,0,500,0,No
266641,Airplane,BOB HOPE ARPT,< 1000 ft,B-737-700,1,1,None,12/10/2009 0:00,No damage,SOUTHWEST AIRLINES,California,Approach,None,FALSE,FALSE,FLT 3743 LANDED AT SAME TIME SAW A FLOCK OF SML BIRDS OCCUPIED THE APCH END NEAR THE 2000 FT DISTANCE MARKER. CAPT NOTIFIED ATC WHO NOTIFIED ARPT OPS. RWY INSPN FOUND EVIDENCE OF A BIRDSTRIKE BUT NO ACTUAL CARCASS. FEATHERS WERE FOUND BOTH AT THE 1000 FT,Small,Overcast,Rock pigeon,0,50,0,Yes
268515,Airplane,DALLAS/FORT WORTH INTL ARPT,< 1000 ft,MD-83,1,1,None,12/10/2009 0:00,No damage,AMERICAN AIRLINES,Texas,Approach,Rain,FALSE,FALSE,,Small,Overcast,Unknown bird - small,0,800,0,No
265384,Airplane,JOHN F KENNEDY INTL,> 1000 ft,EMB-190,1,1,None,12/10/2009 0:00,No damage,JETBLUE AIRWAYS,New York,Approach,None,FALSE,FALSE,"DAMAGE AND TIME OUT OF SERVICE UNKNOWN, APPEAR MINIMAL.",Medium,No Cloud,Unknown bird - medium,0,"3,000",0,No
268656,Airplane,KLAMATH FALLS INTL,< 1000 ft,GULFSTRM 200,1,1,None,12/10/2009 0:00,No damage,BUSINESS,Oregon,Approach,None,TRUE,TRUE,ID BY SMITHSONIAN. FAA 3793. DNA. NO DMG. BIRD STRUCK L MAIN LANDING GEAR TRUCK.,Medium,No Cloud,Ruddy duck,0,100,0,No
268450,Airplane,LOGAN INTL,< 1000 ft,EMB-190,1,1,None,12/10/2009 0:00,No damage,JETBLUE AIRWAYS,Massachusetts,Take-off run,None,TRUE,TRUE,ID BY SMITHSONIAN. FAA 3744. NO VIABLE DNA OR FEATHER MATERIAL FOUND IN SAMPLE FOR ID. SMALL BIRD STRUCK CAPT WINDSHIELD SHORTLY AFTER ROTATION. NO DMG NOTICED OR INDICATED.HEIGHT REPTD AS 0-5 FT.,Small,Some Cloud,Unknown bird - small,0,0,0,No
268451,Airplane,MINNEAPOLIS-ST PAUL INTL,< 1000 ft,EMB UNKN,1,1,None,12/10/2009 0:00,No damage,PINNACLE,Minnesota,Landing Roll,None,FALSE,FALSE,A/C REG REPTD AS: N8721,Small,Overcast,Rock pigeon,0,0,0,No
268610,Airplane,FULTON COUNTY ARPT - BROWN FIELD,< 1000 ft,HAWKER 800,1,1,Precautionary Landing,13/10/2009 0:00,No damage,BUSINESS,Georgia,Climb,None,FALSE,FALSE,NO DMG.,Small,Some Cloud,Unknown bird - small,0,130,0,No
265810,Airplane,MCCOOK MUNICIPAL ARPT,< 1000 ft,BE-1900,1,1,None,13/10/2009 0:00,No damage,GREAT LAKES AIRLINES,Nebraska,Approach,Fog,FALSE,FALSE,WARNED VIA NOTE ON ARPT DIAGRAM. NO DMG. NO INJURIES. BIRDS LOCATED ON VERY SHORT FINAL AND STRUCK WINDSHIELD ON FLARE. OUT OF SERV LESS THAN 1 HR DUE TO INSPN.,Small,Overcast,Unknown bird - small,0,5,0,No
269752,Airplane,BIRMINGHAM-SHUTTLESWORTH INTL,< 1000 ft,CL-RJ900,1,1,None,13/10/2009 0:00,No damage,PINNACLE,Alabama,Approach,None,FALSE,FALSE,,Small,Overcast,Unknown bird - small,0,500,0,No
265812,Airplane,KAPALUA ARPT,< 1000 ft,DHC8 DASH 8,1,1,None,13/10/2009 0:00,No damage,ISLAND AIR,Hawaii,Landing Roll,None,FALSE,FALSE,HIT BIRD ON #2 PROP HUB. NO DMG TO A/C. A/C TIME OUT OF SERVICE REPTD AS 0.5 HRS.,Small,Some Cloud,Spotted dove,0,0,0,No
268657,Airplane,KAPALUA ARPT,< 1000 ft,DHC8 DASH 8,1,1,None,13/10/2009 0:00,No damage,ISLAND AIR,Hawaii,Landing Roll,None,FALSE,FALSE,"PILOTS OBSERVED 2 BIRDS FLY UO TO THE L SIDE OF PLANE WITH ONE FLYING INTO PROP OF #1 ENG. AFTER VISUAL INSPN BY PILOTS, PLANE SHOWED NO SIGNS OF DMG NOR DID ANY BIRD GET INGESTED INTO ENG. A/C TIME OUT OF SERV REPTD AS 0.5 HRS.",Small,Some Cloud,Red-crested cardinal,0,0,0,No
268000,Airplane,LOUISVILLE INTL ARPT,< 1000 ft,A-300,1,1,None,13/10/2009 0:00,No damage,UPS AIRLINES,Kentucky,Approach,None,FALSE,FALSE,EVENT 23940. SAW AND HEARD BIRD HIT. SOUNDED LIKE AROUND FUSELAGE. NO DMG.,Small,Overcast,Unknown bird - small,0,800,0,No
269750,Airplane,WILMINGTON INTL,> 1000 ft,C-182 SKYLAN,1,1,Precautionary Landing,13/10/2009 0:00,No damage,PRIVATELY OWNED,North Carolina,Approach,None,FALSE,FALSE,"SOMETHING STRUCK A/C FUSELAGE WHILE A/C WAS IN THE LOCAL TRAFFIC PATTERN AT NIGHT. PILOT MADE PRECUATIONARY LANDING, THEN SAW BIRD GUTS/FEATHERS ON FUSELAGE ABOVE LANDING GEAR. NO DMG REPTD. 3 NM SW OF KILM.",Small,No Cloud,Unknown bird - small,0,"1,100",0,No
